,title,official_url,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,date_type,ispublished,documents,full_text_status,uri,lastmod,userid,datestamp,patent_applicant,creators,date,dir,id_number,pages,type,divisions,volume,pagerange,publisher,number,refereed,issn,publication,event_type,event_dates,event_title,event_location,pres_type,isbn,place_of_pub,series,succeeds,related_url,contributors,corp_creators,projects,funders,keywords,contact_email,referencetext,book_title,editors
0,Metode pembuatan hibrida alga-silika-Fe3O4 dari biomassa Nannochloropsis sp. sebagai penyerap zat pewarna metilen biru,https://haki.unila.ac.id/,7,show,2020-03-30 01:55:37,archive,['QD'],"Invensi ini berhubungan dengan metode pembuatan material biomassa alga
Nannochloropsis sp. dengan pelapisan silika-magnetit (Fe3O4) sebagai adsorben zat
pewarna metilen biru (MB) dalam larutan. Metode sintesis dilakukan melalui proses sol-gel
dengan tetraetil ortosilikat (TEOS) sebagai prekursor dan bahan aktif dari biomassa alga
Nannochloropsis sp. serta partikel Fe3O4. Material ini mengandung gugus fungsi organik
dari biomassa alga Nannochloropsis sp., silanol, dan siloksan dari matriks silika serta sifat
magnet dari partikel Fe3O4. Kemampuan adsorpsi material adsorben dari biomassa alga
Nannochloropsis sp. dengan pelapisan silika- Fe3O4 terhadap zat pewarna MB sebesar
99,81% dengan berat adsorben 100 mg, konsentrasi metilen biru 100 mg/L, volume 25
mL, waktu interaksi 120 menit, pH 6, dan temperatur 27oC.",18830,submitted,pub,"[{'eprintid': 18830, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 32031, 'main': 'P00201911623-permohonan_paten.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/158028', 'objectid': 32031, 'hash': '6f484b3c91935d540fd2c8f7385e440f', 'filename': 'P00201911623-permohonan_paten.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-23 07:44:43', 'mime_type': 'application/pdf', 'fileid': 158028, 'filesize': 73730, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32031', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/18830,2020-03-30 01:55:37,1067,2020-03-30 01:55:37,LPPM Unila,"[{'id': 'buhani_s@yahoo.co.id', 'name': {'given': 'Buhani', 'lineage': None, 'honourific': None, 'family': '.'}}, {'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Suharso'}, 'id': 'suharso_s@yahoo.com'}]",2019-12-11 00:00:00.000000000,disk0/00/01/88/30,P00201911623,8.0,patent,['FMIPA4'],,,,,,,,,,,,,,,,,,,,,,,,,,
1,METODA PEMBUATAN ADSORBEN SELEKTIF LOGAM Cu DARI HIBRIDA BIOMASSA ALGA NANNOCHLOROPSIS sp-SILIKA,https://pdki-indonesia.dgip.go.id/index.php/paten/RUxWNE45UTMxZHVQWFVNV1ExOGhidz09?q=ADSORBEN+ZAT+PEWARNA+KRISTAL+VIOLET+DARI+HIBRIDA+ALGA+BIOMASSA+Spirulina+sp.-SILIKA-MAGNETIT+&type=1,7,show,2020-03-30 01:54:05,archive,['QD'],"Invensi ini berhubungan dengan metode pembuatan adsorben selektif terhadap logam Cu dalam campuran multilogam dari biomassa alga Nannochloropsis sp. yang diimmobilisasi dengan silika sebagai matriks dan dilanjutkan dengan proses pencetakan ion Cu(II) sebagai ion target untuk menghasilkan adsorben yang selektif terhadap ion Cu(II) yang akan dipisahkan dari campuran multilogam. Pembuatan material adsorben hibrida Nannochloropsis sp-silika pada invensi ini secara khusus dilakukan melalui immobilsasi biomassa alga dengan matriks silika menggunakan TEOS sebagai prekursor dan bahan aktif dari gugus organik yang berasal dari biomassa alga Nannochloropsis sp. serta dilanjutkan dengan proses pencetakan ion target Cu(II). Kemampuan material hibrida Nannochloropsis sp-silika tercetak ion Cu(II) (Cu(II)-IIP) sebagai adsorben pada invensi ini telah diuji dengan serangkaian eksperimen menggunakan metoda kontinyu. Pada penggunaan adsorben sebanyak 1 g terhadap pengaliran 100 mL larutan multilogam yang terdiri dari ion Cd(II), Cu(II), Zn(II), Ni(II), Ca(II), dan Mg(II) dengan konsentrasi 300 mgL-1 yang dialirkan ke dalam kolom dengan laju alir 1,75 mL menit-1 dan temperatur 27oC, serta pada pH 5 diperoleh jumlah logam Cu teradsorpsi sebanyak  86,50",18822,published,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 18822, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32026', 'rev_number': 1, 'main': 'IDP000065969B-Hibrida Nanno-silika.pdf', 'docid': 32026, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/157989', 'objectid': 32026, 'filesize': 632933, 'datasetid': 'document', 'hash': '9ad81999bf31575c4fe31a83d14867f2', 'filename': 'IDP000065969B-Hibrida Nanno-silika.pdf', 'mtime': '2020-03-23 06:38:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 157989}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/18822,2020-03-30 01:54:05,1067,2020-03-30 01:54:05,LPPM Unila,"[{'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Buhani'}, 'id': 'buhani_s@yahoo.co.id'}, {'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'lineage': None, 'honourific': None, 'family': '.'}}, {'id': 'sumadi.1973@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Sumadi'}}]",2019-12-31 00:00:00.000000000,disk0/00/01/88/22,IDP000065969,10.0,patent,['FMIPA4'],,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Production of a Spirulina sp. algae hybrid
with a silica matrix as an effective
adsorbent to absorb crystal violet and
methylene blue in a solution",https://sustainenvironres.biomedcentral.com/articles/10.1186/s42834-019-0027-2,8,show,2019-11-04 02:49:45,archive,['QD'],"In this study, the adsorbent of Crystal Violet (CV) and Methylene Blue (MB) dyes was synthesized from the
hybridization of Spirulina sp. algae biomass with silica as a matrix (ASS). Hybridization of Spirulina sp. algae biomass
was carried out through a sol-gel process using tetraethyl orthosilicate precursors. The ASS adsorbent was
characterized using Fourier-transform infrared spectroscopy, X-ray diffraction, Brunauer-Emmett-Teller surface area
method and scanning electron microscopy-energy-dispersive-X ray. The CV and MB dyes adsorption onto ASS
adsorbent was studied through adsorption experiments using the batch method. The optimum adsorption of CV
and MB dyes is at pH of 8 and contact time of 60 min. The CV and MB dye kinetics on the ASS adsorbent tend to
follow the pseudo-second-order kinetics model with rate constant (k2) of 0.3 and 0.2 (g mg− 1 min− 1) respectively.
The isotherm adsorption pattern of CV and MB dyes follows the Freundlich adsorption isotherm with KF values of
1.07 and 1.05 (mg g− 1) (Lmg− 1)1/n, respectively. In the simultaneous adsorption process, CV dyes were more
adsorbed than MB in solution to the ASS adsorbent.",14645,published,pub,"[{'eprintid': 14645, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'SER-2019 (Publish).pdf', 'docid': 27743, 'files': [{'filename': 'SER-2019 (Publish).pdf', 'hash': '608c1abcadfd5600d1efac17bf2eae7c', 'hash_type': 'MD5', 'mtime': '2019-10-28 05:59:39', 'mime_type': 'application/pdf', 'fileid': 126837, 'filesize': 1597507, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/126837', 'objectid': 27743}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27743'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14645,2019-11-04 02:49:45,1067,2019-11-04 02:49:45,,"[{'id': 'buhani_s@yahoo.co.id', 'name': {'given': 'Buhani', 'family': '.', 'honourific': None, 'lineage': None}}, {'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'honourific': None, 'family': '.', 'lineage': None}}, {'name': {'given': 'Ismi', 'honourific': None, 'family': 'Aditiya', 'lineage': None}, 'id': None}, {'name': {'given': 'Radho Al', 'lineage': None, 'honourific': None, 'family': 'Kausar'}, 'id': None}, {'id': 'sumadi.1973@eng.unila.ac.id', 'name': {'given': 'Sumadi', 'lineage': None, 'family': '.', 'honourific': None}}, {'id': 'rinawati@fmipa.unila.ac.id', 'name': {'given': 'Rinawati', 'honourific': None, 'family': '.', 'lineage': None}}]",2019-10-21 00:00:00.000000000,disk0/00/01/46/45,,,article,['FMIPA4'],29,1-11,BMC part of Springer Nature,27,TRUE,24682039,Sustainable Environment Research,,,,,,,,,,,,,,,,,,,
3,Production of adsorbent from activated carbon of palm oil shells coated by Fe3O4 particle to remove crystal violet in water,https://www.deswater.com/home.php,7,show,2020-05-26 01:50:01,archive,['QD'],"This study focused on making environmentally friendly activated carbon (AC) derived from palm
oil shells producing a palm-based powdered activated carbon (PPAC) coated with Fe3O4 particles
(PPAC-Fe3O4) as an adsorbent to adsorb crystal violet (CV) dyes in water. Activation of carbon from
oil palm shells was carried out chemically using a H3PO4 solution of 10%. The characterization results
of PPAC-Fe3O4 adsorbent using X-ray diffraction, nitrogen adsorption–desorption isotherms, and
scanning electron microscopy-energy dispersive-X ray (SEM-EDX) compared with PPAC show
that the coating process of Fe3O4 particle on PPAC has been carried out successfully to produce the
adsorbent of PPAC-Fe3O4. Adsorption of CV dyes on PPAC and PPAC-Fe3O4 was optimum at pH
10 with an adsorbent dose of 2.5 g L–1, and contact time of 90 min. The CV dye adsorption kinetics
model on PPAC and PPAC-Fe3O4 tends to follow the pseudo-second-order kinetic model with the
rate constants (k2) for PPAC and PPAC-Fe3O4 of 0.059 and 0.088 g mg–1 min–1, respectively. In addition,
the adsorption isotherm model of CV dyes on PPAC and PPAC-Fe3O4 tends to follow the Freundlich
adsorption isotherm with KF values of 1.066 and 2.852 (mg g–1) (L mg–1)1/n, respectively. This indicates
that the CV dye adsorption process occurs on heterogeneous surfaces with multilayer that occur
through the pores of activated carbon and the magnetic properties of PPAC-Fe3O4 have increased the
number of adsorbed CV dye.",20444,published,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/33786', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 901589, 'mime_type': 'application/pdf', 'fileid': 192157, 'hash': 'fe40bb192b25a026a41c61636bb13038', 'filename': 'Desalination and Water Treatment 171(2019) 281-283.pdf', 'hash_type': 'MD5', 'mtime': '2020-05-25 02:35:59', 'objectid': 33786, 'uri': 'http://repository.lppm.unila.ac.id/id/file/192157'}], 'main': 'Desalination and Water Treatment 171(2019) 281-283.pdf', 'docid': 33786, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 20444}]",public,http://repository.lppm.unila.ac.id/id/eprint/20444,2020-05-26 01:50:01,1067,2020-05-26 01:50:01,,"[{'id': 'buhani_s@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Buhani'}}, {'id': 'suharso_s@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Suharso'}}, {'id': '-', 'name': {'lineage': None, 'honourific': None, 'family': 'Luziana', 'given': 'Fitria'}}, {'name': {'given': 'Mita', 'family': 'Rilyanti', 'honourific': None, 'lineage': None}, 'id': 'mita_rilyanti@yahoo.com'}, {'id': 'sumadi.1973@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Sumadi'}}]",2019-12-01 00:00:00.000000000,disk0/00/02/04/44,,,article,['FMIPA4'],171,281-293,"Desalination Publications Tel. +39.348.8848406, Fax +1 928 5433066 dwt@deswater.com",1,TRUE,"ISSN Print 1944-3994, ISSN Online 1944-3986",Production of adsorbent from activated carbon of palm oil shells coated by Fe3O4 particle to remove crystal violet in water,,,,,,,,,,,,,,,,,,,
4,ADSORBEN LOGAM BERAT DARI MODIFIKASI BIOMASSA ALGA Nitsia sp DAN METODE PEMBUATANNYA MELALUI PROSES SIMULTAN SOL-GEL DAN TEKNIK PELAPISAN PARTIKEL MAGNETIT,https://pdki-indonesia.dgip.go.id/index.php/paten/eGYyb0NuRFA5U1ZzZG5ib3NDUEN2Zz09?q=ADSORBEN+ZAT+PEWARNA+KRISTAL+VIOLET+DARI+HIBRIDA+ALGA+BIOMASSA+Spirulina+sp.-SILIKA-MAGNETIT+&type=1,7,show,2020-03-30 01:54:43,archive,['QD'],"Invensi ini berhubungan dengan metode sintesis material  biomassa alga Nitsia sp dengan pelapisan silika-Fe3O4 sebagai adsorben logam berat dalam larutan. Metode sintesis dilakukan melalui teknik sol-gel dengan TEOS sebagai prekursor dan bahan aktif dari biomassa alga Nitsia sp serta partikel Fe3O4. Material ini mengandung gugus fungsi organik dari biomassa alga Nitsia sp, silanol, dan siloksan dari matriks silika serta sifat magnet dari partikel Fe3O4. Kemampuan adsorpsi material komposit biomassa alga Nitsia sp dengan pelapisan silika-Fe3O4 terhadap ion Ni(II), Cu(II), dan Zn(II) masing-masing sebesar 89; 97; 84 % dengan konsentrasi ion logam sebesar 100 mg/L, volume 20 mL, waktu interaksi 60 menit, pH 6, dan temperatur 27oC.",18826,published,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32028', 'pos': 1, 'format': 'text', 'files': [{'filename': 'sertifikatpatenidp000057796-Nitzia(2019).pdf', 'hash': '92d848d6e54c2a25b9372b48d0e49f7c', 'hash_type': 'MD5', 'mtime': '2020-03-23 06:59:58', 'mime_type': 'application/pdf', 'fileid': 158006, 'filesize': 215979, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/158006', 'objectid': 32028}], 'main': 'sertifikatpatenidp000057796-Nitzia(2019).pdf', 'docid': 32028, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 18826}]",public,http://repository.lppm.unila.ac.id/id/eprint/18826,2020-03-30 01:54:43,1067,2020-03-30 01:54:43,LPPM Unila,"[{'name': {'family': '.', 'honourific': None, 'lineage': None, 'given': 'Buhani'}, 'id': 'buhani_s@yahoo.co.id'}, {'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Suharso'}, 'id': 'suharso_s@yahoo.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Tamara', 'honourific': None, 'given': 'Dia'}}]",2019-04-08 00:00:00.000000000,disk0/00/01/88/26,IDP000057796,8.0,patent,['FMIPA4'],,,,,,,,,,,,,,,,,,,,,,,,,,
5,KINETIKA ADSORPSI KRISTAL VIOLET DAN METILEN BIRU PADA HIBRIDA ALGA Spirulina sp.-SILIKA,,8,show,2019-10-04 08:18:01,archive,['QD'],"Pada penelitian ini telah dipelajari kinetika adsorpsi kristal violet (CV) dan metilen biru (MB) dalam larutan pada hibrida alga-silika yang berasal biomassa alga Spirulina sp. dengan silika sebagai matriks (HASS). Hibridisasi biomassa alga Spirulina sp. dengan silika. dilakukan melalui proses sol-gel menggunakan prekursor tetraetil orthosilikat (TEOS). Adsorben HASS dikarakterisasi menggunakan spektrofotometer infra merah (IR) dan Scanning Electron Microscopy-energy-dispersive-X ray (SEM-EDX). Kajian adsorpsi zat pewarna CV dan MB terhadap adsorben HASS dipelajari melalui eksperimen adsoprsi dengan metoda bacth. Adsorpsi zat pewarna CV dan MB optimum pada pH dan waktu kontak 60 menit. Model kinetika zat pewarna CV dan MB pada adsorben HASS cenderung mengikuti model kinetika pesudo orde dua dengan konstanta laju (k2) masing-masing sebesar 0,204 and 0,302 (g mg-1·min-1).",14470,,submitted,"[{'placement': 1, 'security': 'public', 'eprintid': 14470, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 557291, 'mime_type': 'application/pdf', 'fileid': 125362, 'filename': 'Semirata-2019-alga.pdf', 'hash': '9a189cd0bf758485f0df6890d79c4b38', 'mtime': '2019-10-03 13:06:06', 'hash_type': 'MD5', 'objectid': 27537, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125362'}], 'docid': 27537, 'main': 'Semirata-2019-alga.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27537', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14470,2019-10-04 08:18:01,1067,2019-10-04 08:18:01,,"[{'id': 'buhani_s@yahoo.co.id', 'name': {'family': '.', 'honourific': None, 'lineage': None, 'given': 'Buhani'}}, {'id': '-', 'name': {'given': 'Ismi', 'family': 'Aditya', 'honourific': None, 'lineage': None}}, {'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'family': '.', 'honourific': None, 'lineage': None}}]",2019-07-01 00:00:00.000000000,disk0/00/01/44/70,,,conference_item,['FMIPA4'],,,,,FALSE,,,conference,6-7 Juli 2019,Seminar dan Rapat Tahunan (SEMIRATA) Bidang MIPA dan The International Conference on Science and Technology (ICST) 2019,Bengkulu,paper,,,,,,,,,,,,,,
6,"Magnetized algae-silica hybrid from Porphyridium sp. biomass with Fe3O4
particle and its application as adsorbent for the removal of methylene blue
from aqueous solution",http://www.deswater.com/vol.php?vol=142&oth=142|0|February%20|2019,7,show,2019-04-29 08:17:41,archive,['QD'],"Algae-silica hybrid material from biomass Porphyridium sp. (AS) has been modified by coating Fe3O4 particles (MPs) via a sol-gel process using tetraethyl orthosilicate (TEOS) to produce algae-silica-Fe3O4 (AS-MPs). The AS-MPs produced were applied as adsorbent for the adsorption of methylene blue (MB).  Identification of functional groups was performed by infrared spectrometer (IR) indicating that in AS-MPs there were active organic group derived from Porphyridium sp., silanol, and siloxane. Diffraction pattern of the AS-MPs material analyzed by X-ray diffraction (XRD) showed that the material has peak with higher intensity at 2θ = 30.04 and 35.52o. Analyst results using a particle size analyzer (PSA) showed that the average particle size distribution of the AS-MPs material was 1.40 µm.  In addition the results of the analysis using Scanning Electron Microscopy (SEM), material of AS-MPs has a more heterogeneous surface morphology. The models of MB adsorption by AS and AS-MPs tend to follow the pseudo second-order kinetics model and Freundlich adsorption isotherm.  The adsorption of MB solution by AS-MPs produces rate constants (k2) of 0.003 g/mg·min and adsorption capacity (qm) of 96.927 mg/g under the experiment conditions of dose of adsorbent 2.5 mg/L, interaction pH of 6, contact time of 60 min, and temperature of 27 °C.  The AS-MPs material obtained from the results of this study can be used as an effective adsorbent because it can remove MB dyestuff in solution, it is chemically stable in acidic and neutral media, and it can be used repeatedly",11262,published,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 11262, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24269', 'pos': 1, 'format': 'text', 'files': [{'hash': '55a107f768911c81be28722feacbbe87', 'filename': 'DWT 142 (2019) 331–340 (1).pdf', 'mtime': '2019-04-24 01:04:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 102662, 'filesize': 1003490, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102662', 'objectid': 24269}], 'main': 'DWT 142 (2019) 331–340 (1).pdf', 'docid': 24269}]",public,http://repository.lppm.unila.ac.id/id/eprint/11262,2019-04-29 08:17:41,1067,2019-04-29 08:17:41,,"[{'id': 'buhani_s@yahoo.co.id', 'name': {'given': 'Buhani', 'lineage': None, 'honourific': None, 'family': '.'}}, {'id': None, 'name': {'given': 'Fentri', 'lineage': None, 'family': 'Hariyanti', 'honourific': None}}, {'name': {'family': '.', 'honourific': None, 'lineage': None, 'given': 'Suharso'}, 'id': 'suharso_s@yahoo.com'}, {'id': 'rinawati@fmipa.unila.ac.id', 'name': {'given': 'Rinawati', 'family': 'Rinawati', 'honourific': None, 'lineage': None}}, {'id': 'sumadi.1973@eng.unila.ac.id', 'name': {'given': 'Sumadi', 'honourific': None, 'family': '.', 'lineage': None}}]",2019-02-01 00:00:00.000000000,disk0/00/01/12/62,,,article,['FMIPA4'],142,331-340,Desalination and Water Treatment,1,TRUE,1944-3994,Desalination and Water Treatment,,,,,,,,,,,,,,,,,,,
7,ISOTERM ADSORPSI KRISTAL VIOLET OLEH ADSORBEN KARBON AKTIF-MAGNETIT DARI CANGKANG KELAPA SAWIT,,7,show,2019-10-04 08:18:11,archive,['QD'],"Karbon aktif pada penelitian ini berasal dari cangkang kelapa sawit yang diaktivasi secara kimia dan dilapisi dengan partikel magnetit (Fe3O4). Adsorben karbon aktif-magnetit (AC-MPs) digunakan untuk menyerap zat pewarna kristal violet (CV)  dalam larutan. Karakterisai adsorben AC-MPs meliputi analisis dengan X-ray diffraction (XRD) dan Scanning Electron Microscopy-energy dispersive-X ray (SEM-EDX) menunjukkan bahwa telah terjadi pelapisan partikel Fe3O4 pada AC-MPs. Adsorpsi zat pewarna CV pada AC-MPs optimum pada pH 10 dengan dosis adsorbent sebesar 2.5 g L-1, dan waktu kontak 90 menit. Model isoterm adsorpsi zat pewarna CV pada AC-MPs cenderung mengikuti isoterm adsorpsi Freundlich dengan harga KF sebesar 2,852 (mg g–1) (L mg–1)1/n. Proses adsorpsi zat pewarna CV terjadi pada permukaan yang heterogen dengan lapisan multilayer yang terjadi melalui pori-pori karbon aktif serta sifat magnet pada AC-MPs telah meningkatkan jumlah zat pewarna CV yang teradsorpsi.",14471,,unpub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/125370', 'objectid': 27538, 'filesize': 484671, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-10-03 13:15:53', 'hash': '8d89f99561da382d99b043aed4e56b53', 'filename': 'Semirata 2019-karbon (ok).pdf', 'fileid': 125370, 'mime_type': 'application/pdf'}], 'docid': 27538, 'main': 'Semirata 2019-karbon (ok).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27538', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14471, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14471,2019-10-04 08:18:11,1067,2019-10-04 08:18:11,,"[{'id': 'buhani_s@yahoo.co.id', 'name': {'given': 'Buhani', 'honourific': None, 'family': '.', 'lineage': None}}, {'name': {'given': 'Fitria', 'family': 'Luziana,', 'honourific': None, 'lineage': None}, 'id': '-'}, {'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'lineage': None, 'family': '.', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rilyanti', 'given': 'Mita'}, 'id': 'mita_rilyanti@yahoo.com'}]",2019-07-01 00:00:00.000000000,disk0/00/01/44/71,,,conference_item,['FMIPA4'],,,,,FALSE,,,conference,6-7 Juli 2019,Seminar dan Rapat Tahunan (SEMIRATA) Bidang MIPA dan The International Conference on Science and Technology (ICST) 2019,Bengkulu,paper,,,,,,,,,,,,,,
8,Adsorption study of Pb(II) onto a novel calix[4]resorcinarene-chitosan hybrid,http://deswater.com/vol.php?vol=143&oth=143|0|March%20|2019,8,show,2019-05-08 07:09:00,archive,['QD'],"Adsorption of Pb(II) ions by a novel calix[4]resorcinarene-chitosan hybrid (CCH) compared with tetrakis-chloromethyl-C-4-allyoxy-3-methoxyphenylcalix[4]resorcinarene (CAMR) and chitosan adsorbent using the batch method has been carried out under variations of pHs, contact times, and Pb(II) ion concentrations. The optimum conditions of the adsorption of Pb(II) ions occurred at pH of 5 for CCH and CAMR adsorbent with the contact time for 2 h and at pH of 2 for chitosan adsorbent. The results show that the adsorption process of Pb(II) ions by the CCH, CAMR, and chitosan adsorbents
is pseudo-second-order kinetic model with the rate constant (k) of 6.86 × 10–2 g/mg min for CCH. In addition, the adsorption model of Pb(II) ions by CCH tends to follow Freundlich adsorption isotherm model, while CAMR and chitosan adsorbent tends to follow Langmuir adsorption isotherm model. Adsorption capacity (Xm) of CCH to Pb(II) ion is the largest than CAMR and chitosan. Thus, the CCH
is the potential alternative adsorbent to absorb of Pb(II) ions.",11580,published,pub,"[{'eprintid': 11580, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 24577, 'main': 'Mengingat artikel ini berbayar jadi hanya ditampilkan halaman depannya saja.pdf', 'files': [{'fileid': 104944, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-05-03 12:32:11', 'filename': 'Mengingat artikel ini berbayar jadi hanya ditampilkan halaman depannya saja.pdf', 'hash': '6bb1dd757be2f33af3220f145f5184c1', 'datasetid': 'document', 'filesize': 333587, 'objectid': 24577, 'uri': 'http://repository.lppm.unila.ac.id/id/file/104944'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24577'}]",public,http://repository.lppm.unila.ac.id/id/eprint/11580,2019-05-08 07:09:00,1094,2019-05-08 07:09:00,,"[{'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'lineage': None, 'family': '.', 'honourific': None}}]",2019-03-15 00:00:00.000000000,disk0/00/01/15/80,doi: 10.5004/dwt.2019.23549,,article,['FMIPA4'],143,268-273,Tailor & Francis,-,TRUE,"19443994, 19443986",Desalination and Water Treatment,,,,,,,,,,,,,,,,,,,
9,Inhibition study of Piper betle leaf extracts to calcium carbonate (CaCO3) scale formation,,8,show,2019-11-14 07:46:30,archive,['QD'],Inhibition study of Piper betle leaf extracts to calcium carbonate (CaCO3) scale formation has been carried out using seeded experiment method. This study was conducted at concentration of CaCO3 growth solution of 0.075 M and at the temperature of 90 °C. The concentration of the Piper betle leaf extracts added in the growth solution of CaCO3 were 250-450 ppm. It was observed that the typical conditions were found to be efficiently inhibit the scale formation process by performing Scanning Electron Microscopy (SEM) to evaluate the morphology changes of CaCO3 crystals. The data obtained from the investigation reveals that the ability of Piper betle leaf extracts as a green inhibitor of the CaCO3 scale formation is around 30.16-46.65%. This finding support the Piper betle leaf potential as a scale inhibitor.,15537,,unpub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 15537, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28658', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 623687, 'datasetid': 'document', 'filename': 'Compress-Symposium Program ICICS AUGUST 2019-PRIO.pdf', 'hash': '45a34ebce263f5696b61d9ce35f8a8fb', 'hash_type': 'MD5', 'mtime': '2019-11-04 23:53:05', 'mime_type': 'application/pdf', 'fileid': 133956, 'uri': 'http://repository.lppm.unila.ac.id/id/file/133956', 'objectid': 28658}], 'main': 'Compress-Symposium Program ICICS AUGUST 2019-PRIO.pdf', 'docid': 28658}]",public,http://repository.lppm.unila.ac.id/id/eprint/15537,2019-11-14 07:46:30,1094,2019-11-14 07:46:30,,"[{'name': {'given': 'Suharso', 'honourific': None, 'family': '.', 'lineage': None}, 'id': 'suharso_s@yahoo.com'}]",2019-08-06 00:00:00.000000000,disk0/00/01/55/37,,,conference_item,['FMIPA4'],,,,,TRUE,,,conference,6-7 August 2019,"The 8th International Conference of The Indonesian Chemical Society (ICICS) 2019, 6-7 Agustus 2019, Bogor.",Bogor,speech,,,,,,,,,,,,,,
