,subjects,abstract,eprint_status,status_changed,rev_number,event_type,metadata_visibility,official_url,title,event_dates,date_type,event_title,eprintid,event_location,pagerange,datestamp,lastmod,userid,uri,full_text_status,refereed,ispublished,documents,pres_type,divisions,type,dir,date,creators,volume,issn,publication,funders,contact_email,projects,publisher,number,corp_creators,id_number,related_url,place_of_pub,patent_applicant,pages,isbn,contributors,series,book_title,succeeds
0,['S1'],"KUB Bina Sejahtera merupakan salah satu industri pengolahan ikan di Provinsi Lampung yang berlokasi di Kelurahan Kangkung Kecamatan Bumi Waras Kota Bandar Lampung.  KUB Bina Sejahtera memproduksi aneka olahan ikan, diantaranya bakso, ekado dan rolade. Tujuan kegiatan pengabdian IbM adalah : a) Meningkatkan kapasitas produksi; b) Meningkatkan pemahaman mengenai pemilihan pengemas yang tepat dalam mengemas produk olahan ikan; c) Meningkatkan pemahaman desain produk yang menarik dalam pengemasan produk olahan ikan; d) Meningkatkan pemahaman penerapan prinsip-prinsip Cara Produksi Pangan yang Baik (CPPB); e) Meningkatkan pemahaman tentang pengelolaan manajemen usaha, dan f) Meningkatkan pemahaman tentang aspek pemasaran. Hasil kegiatan menunjukkan rata-rata pengetahuan awal anggota KUB Bina Sejahtera terhadap berbagai aspek yang disuluhkan sebesar 34%, sedangkan  rata-rata pengetahuan akhir sebesar 96%. Bantuan peralatan yang diberikan mampu meningkatkan kapasitas produksi produk olahan ikan dan pendapatan mitra. Aspek pemasaran melalui perluasan akses pasar.
 
Kata kunci : Kelompok Usaha Bersama (KUB), produk olahan ikan",archive,2017-08-30 03:24:06,7,conference,show,http://lemlit@unila.ac.id,"IbM Kelompok Usaha Bersama (KUB) Olahan Ikan
Kelurahan Kangkung Kecamatan Bumi Waras Kota Bandar Lampung",Desember 2016,published,SEMINAR NASIONAL HASIL-HASIL PENGABDIAN KEPADA MASYARAKAT,3879,Bandar Lampung,240-248,2017-08-30 03:24:06,2017-08-30 03:24:06,625,http://repository.lppm.unila.ac.id/id/eprint/3879,public,TRUE,pub,"[{'docid': 3738, 'main': 'Prosiding Seminar Nasional Pengabdian Unila 2016.pdf', 'files': [{'datasetid': 'document', 'filesize': 17239589, 'mime_type': 'application/pdf', 'fileid': 27152, 'filename': 'Prosiding Seminar Nasional Pengabdian Unila 2016.pdf', 'hash': '997b8897c2a3590916508531b4d13bd2', 'mtime': '2017-08-26 09:35:19', 'hash_type': 'MD5', 'objectid': 3738, 'uri': 'http://repository.lppm.unila.ac.id/id/file/27152'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3738', 'rev_number': 1, 'eprintid': 3879, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",paper,['FP19'],conference_item,disk0/00/00/38/79,2016-12-01 00:00:00.000000000,"[{'id': 'irfanaffandi2006@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Affandi', 'given': 'Muhammad Irfan'}}, {'name': {'given': 'i wayan', 'family': 'suparta', 'honourific': None, 'lineage': None}, 'id': 'wayansuparta61@gmail.com'}, {'id': None, 'name': {'given': 'Lina', 'honourific': None, 'family': 'Marlina', 'lineage': None}}, {'name': {'given': 'Sussi', 'lineage': None, 'honourific': None, 'family': 'Astuti'}, 'id': 'sussi.astuti@fp.unila.ac.id'}]",,,,,,,,,,,,,,,,,,,
1,['S1'],"Bamboo shoots can be fermented fish, known as lemea in Bengkulu.  Making lemea generally use fresh waterfish, but the marine fisheries sector in Bandar Lampung potent enough, so we need to try to make one.  This study aims to determine the effect of fish and salt concentrations in fish fermented bamboo shoots.  The best results were obtained in this study are salt concentration of 5%, pH 5.38; 0.066 total acid, total microbes of 7.68 log cfu/g.",archive,2017-06-12 02:22:35,6,,show,,Pengaruh Jenis Ikan dan Konsentrasi Garam pada Rebung Ikan Terfermentasi,,published,,3397,,181-194,2017-06-12 02:22:35,2017-06-12 02:22:35,425,http://repository.lppm.unila.ac.id/id/eprint/3397,public,TRUE,pub,"[{'eprintid': 3397, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'J Litbang_Sapta.pdf', 'docid': 3262, 'files': [{'objectid': 3262, 'uri': 'http://repository.lppm.unila.ac.id/id/file/23522', 'fileid': 23522, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-06-05 07:01:04', 'filename': 'J Litbang_Sapta.pdf', 'hash': '09823b124d605d19b6398a96b709da78', 'datasetid': 'document', 'filesize': 1792157}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3262'}]",,['FP19'],article,disk0/00/00/33/97,2016-08-01 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Ahmad Sapta Zuidar', 'given': 'Sapta'}, 'id': 'saptazuidar@yahoo.co.id'}]",4.0,2354-5704,Jurnal Kelitbangan Provinsi,['Mandiri'],saptazuidar@yahoo.co.id,['Mandiri'],Balitbangnovda,2.0,['Fakultas Pertanian Unila'],196802101993031003,,,,,,,,,
2,['S1'],"The objective of this research was to study the effect of pectin and sucrose on the chemical and sensory properties of red guava (Psidium guajava L.) jam.  The research was designed of two factorial experiments, arranged in a Complete Randomized Block Design with three replications.  The first factor was pectin 0,6%, 0,8%, 1,0% and the second factor was the addition of sucrose 40%, 50%, 60% consisted of nine level P1S1 (0,6%:40%), P1S2 (0,6:50%), P1S3 (0,6%:60%), P2S1 (0,8%;40), P2S2 (0,8%:50%), P2S3 (0,8%:040%), P3S1 (1%:40%), P3S2 (1%:50%), and P3S3 (1%:60%).  The data were analyzed using ANOVA and contrast comparison and orthogonal polynomial.  The results showed that the addition of pectin significantly affected pH, total dissolved solid, as well as spreadness, and very significantly on moisture content, colour, flavour, and overall acceptance.  The addition of sucrose significantly affected flavour as well as spreadness,and very significantly affected moisture content, pH, total dissolved solid, colour, flavour, and overall acceptance.  The best red guava jam on the addition of 1,0% pectin and 60% sucrose with moisture content of 17,06%, pH of 3,26, total dissolved solids of 63,95%, with a color of 2,72 (red) , flavor of 2,63 (sweet), spreadness of 2,72 (not stick and little spread), and overall acceptance of 2,78 (like).",archive,2017-06-12 01:54:16,7,conference,show,http://semnas.polinela.ac.id/index.php/semnas2016/semnasptp2016/schedConf/presentations,"PENGARUH PENAMBAHAN PEKTIN DAN SUKROSA TERHADAP SIFAT KIMIA DAN SENSORI SELAI JAMBU BIJI MERAH 
(Psidium guajava L.)",8 September 2016,published,SEMNAS Pengembanagan Teknologi Pertanian,3543,Bandar lampung,149-159,2017-06-12 01:54:16,2017-06-12 01:54:16,625,http://repository.lppm.unila.ac.id/id/eprint/3543,public,TRUE,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 3543, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3414', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/24622', 'objectid': 3414, 'hash': 'c69dcadc6e1a7175041265c95bfdad63', 'filename': '20. NASKAH PROSIDING SUSSI.pdf', 'hash_type': 'MD5', 'mtime': '2017-06-09 03:20:17', 'mime_type': 'application/pdf', 'fileid': 24622, 'filesize': 121666, 'datasetid': 'document'}], 'main': '20. NASKAH PROSIDING SUSSI.pdf', 'docid': 3414}]",paper,['FP19'],conference_item,disk0/00/00/35/43,2016-09-01 00:00:00.000000000,"[{'name': {'given': 'Okta', 'lineage': None, 'honourific': None, 'family': 'Amelia'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Astuti', 'given': 'Sussi'}}, {'name': {'honourific': None, 'family': 'Zulferiyenni', 'lineage': None, 'given': 'None'}, 'id': 'zulferiyenni@gmail.com'}]",,,,,,,,,,,,,,,,,,,
3,['S1'],"White oyster (Pleurotus oestreatus) mushroom has high nutrition content. The white oyster mushroom processing to be cracker product is one of product diversification efforts from mushroom. This research was conducted to find out the best formulation of tapioca and oyster mushroom to produce the best characteristics of oyster mushroom crackers. These characteristics include expansion volume, sensory, and chemist. This research was designed in a Completely Randomized Block Design with 3 replication. The treatments had 7 formulation levels of tapioca and oyster mushroom flour, that were N1 (0% : 100%), N2 (10% : 90%), N3 (20% : 80%), N4 (30% : 70%), N5 (40% : 60%), N6 (50% : 50%), and N7 (60% : 40%), respectively. Data were analiyzed with analysis of varians to find out the treatment effects, then the data were further analyzed with Honestly Significant Difference (HSD) test on level of 5% to find the best formulation. The results showed that formulation N2 (10% white oyster mushroom and 90% tapioca) was the best formulation with expansion volume of 452,28%, crunchy texture, rather-typical of oyster mushroom taste, rather-typical of oyster mushroom aroma, water content of 7,20% (%db), ash content of 1,03% (%db), fat content of 0,46% (%db), protein content of 1,66% (%db), and fibre content of 0,24% (%db). However, the protein content didn’t include the qualification of cracker standard quality (SNI 01-2713-1999).    
Keywords : white oyster mushroom, tapioca, cracker",archive,2017-06-12 01:54:26,7,,show,http://www.jptonline.or.id,"PENGARUH FORMULASI JAMUR TIRAM PUTIH (Pleurotus Oestreatus) DAN TAPIOKA TERHADAP SIFAT FISIK, ORGANOLEPTIK DAN KIMIA KERUPUK",,published,,3542,,163-173,2017-06-12 01:54:26,2017-06-12 01:54:26,625,http://repository.lppm.unila.ac.id/id/eprint/3542,public,TRUE,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/3413', 'rev_number': 1, 'main': 'JURNAL FORMULASI JAMUR TIRAM PUTIH.pdf', 'docid': 3413, 'files': [{'filesize': 93341, 'datasetid': 'document', 'hash': '39f66d9f209af73ad2a845946ef05cc1', 'filename': 'JURNAL FORMULASI JAMUR TIRAM PUTIH.pdf', 'hash_type': 'MD5', 'mtime': '2017-06-09 03:12:57', 'mime_type': 'application/pdf', 'fileid': 24614, 'uri': 'http://repository.lppm.unila.ac.id/id/file/24614', 'objectid': 3413}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 3542, 'placement': 1, 'security': 'public'}]",,['FP19'],article,disk0/00/00/35/42,2016-09-01 00:00:00.000000000,"[{'name': {'given': 'Sussi', 'honourific': None, 'family': 'Astuti', 'lineage': None}, 'id': 'sussi.astuti@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'None', 'lineage': None, 'family': 'Suharyono', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Fitra', 'given': 'Nopena'}}]",16.0,"ISSN 1410-5020, eISSN Online 2047-178",Jurnal Penelitian terapan,,,,Politeknik Negeri Lampung,3.0,,ISSN 1410-5020,,,,,,,,,
4,['S1'],"Food safety is a condition and effort needed to prevent food from possible contamination of biological, chemical, and other objects that can disturb, harm, and harm human health. Abuse of hazardous substances prohibited for food, for example formalin, borax, rhodamine B, and methanil yellow, as well as the use of food additives exceeds the maximum into a food safety issue. Meat and fish is one product that is often added substances hazardous to prolong the shelf. This study aims to assess food security in a variety of meat and fish products circulating in London so that the product is safe for consumption by the public. Results of qualitative testing on 7 samples 24 samples found to contain formaldehyde, 2 samples containing borax and 2 samples containing chlorite. While Benzoat, methanil yellow, peroxide, nitrites, cyanide, rhodamine and iodate was not found. Food products, especially meat and fish as well as in the market in Bandar Lampung has not been entirely  free from harmful substances.          Particularly for the use of formalin, borax and chlorite.
Keywords: Food Safety, processed meat and fish.",archive,2017-05-29 05:54:25,8,conference,show,,"STUDI KEAMANAN PANGAN PRODUK  DAGING, IKAN DAN OLAHANNYA 
DI BANDAR LAMPUNG",28 November 2016,published,Seminar Nasional Riset dan Industri 2016,1798,Hotel Emersia Bandar Lampung,137-145,2017-05-29 05:54:25,2017-05-29 05:54:25,288,http://repository.lppm.unila.ac.id/id/eprint/1798,public,TRUE,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 1798, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1661', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 1661, 'uri': 'http://repository.lppm.unila.ac.id/id/file/12488', 'mime_type': 'application/pdf', 'fileid': 12488, 'filename': 'Seminar Baristand II 2016.pdf', 'hash': '1e38ad0a908689ef53de7e692a4c9fb9', 'mtime': '2017-05-29 04:37:16', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 5253187}], 'main': 'Seminar Baristand II 2016.pdf', 'docid': 1661}]",paper,['FP19'],conference_item,disk0/00/00/17/98,2016-11-01 00:00:00.000000000,"[{'id': 'novita.herdiana@fp.unila.ac.id', 'name': {'given': 'Novita', 'honourific': None, 'family': 'Herdiana', 'lineage': None}}, {'id': 'wisnu.satyajaya@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Satyajaya', 'lineage': None, 'given': 'Wisnu'}}]",,,,,novita.herdiana@fp.unila.ac.id,,,,,,,,,,,,,,
5,['S1'],Penelitian dibiayai dikti dengan dana sebesar 60 juta,archive,2021-08-29 07:55:00,7,,show,file:///C:/Users/UNILA/Downloads/laporan_akhir%20(10).pdf,Laporan penelitian 2016:Isolasi Dan Karakterisasi Lignin Dengan Metode Asam Dan  Basa Pada Liquor Tandan Kosong Kelapa Sawit Hasil  Pulping Formacell (Tahun 1),,,,33716,,,2021-08-29 07:55:00,2021-08-29 07:55:00,1027,http://repository.lppm.unila.ac.id/id/eprint/33716,public,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 33716, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153940', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 596581, 'datasetid': 'document', 'mtime': '2021-08-29 05:57:17', 'hash_type': 'MD5', 'hash': '97c9a94667f41bcca48f7c1de3a86a1f', 'filename': 'laporan_akhir (5) 2016, isolasi lignin.pdf', 'fileid': 399411, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/399411', 'objectid': 153940}], 'main': 'laporan_akhir (5) 2016, isolasi lignin.pdf', 'docid': 153940}]",,['FP19'],experiment,disk0/00/03/37/16,1970-01-01 00:00:00.000002016,"[{'id': 'srihidayati.unila@gmail.com', 'name': {'family': 'Hidayati', 'honourific': None, 'lineage': None, 'given': 'Sri'}}]",,,,,,,,,,,[{'url': 'https://simlitabmas.ristekbrin.go.id/main.aspx?page=23'}],,,,,,,,
6,['S1'],"Penelitian yang dibiayai tahun ke 3 hibah fundamental dari ristekdikti dengan biaya 67,5 juta",archive,2021-08-23 12:32:27,7,,show,https://simlitabmas.ristekbrin.go.id/main.aspx?page=23,Laporan penelitian: Optimasi Produksi Surfaktan Dari Cpo Parit Dan Minyak Jelantah Dari Sawitdan Uji Efektifitasnya Terhadap Pendesakan Minyak Bumi (Tahun III),,,,33583,,,2021-08-23 12:32:27,2021-08-23 12:32:27,1027,http://repository.lppm.unila.ac.id/id/eprint/33583,public,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 33583, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153705', 'docid': 153705, 'main': 'laporan_akhir (5) 2016, isolasi lignin.pdf', 'files': [{'datasetid': 'document', 'filesize': 596581, 'fileid': 398107, 'mime_type': 'application/pdf', 'mtime': '2021-08-23 10:08:48', 'hash_type': 'MD5', 'hash': '97c9a94667f41bcca48f7c1de3a86a1f', 'filename': 'laporan_akhir (5) 2016, isolasi lignin.pdf', 'objectid': 153705, 'uri': 'http://repository.lppm.unila.ac.id/id/file/398107'}]}]",,['FP19'],other,disk0/00/03/35/83,1970-01-01 00:00:00.000002016,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Hidayati', 'honourific': None}, 'id': 'srihidayati.unila@gmail.com'}]",,,,,,,Ristekdikti,,,0,,Jakarta,,,,,,,
7,['S1'],Penelitian yang dibiayai ristek dikti dengan dana 60 juta,archive,2021-08-23 12:32:38,7,,show,https://simlitabmas.ristekbrin.go.id/main.aspx?page=23,Laporan penelitin Isolasi Dan Karakterisasi Lignin Dengan Metode Asam Dan  Basa Pada Liquor Tandan Kosong Kelapa Sawit Hasil  Pulping Formacell (Tahun 1),,,,33586,,,2021-08-23 12:32:38,2021-08-23 12:32:38,1027,http://repository.lppm.unila.ac.id/id/eprint/33586,public,,unpub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/398124', 'objectid': 153708, 'filesize': 741566, 'datasetid': 'document', 'mtime': '2021-08-23 10:12:26', 'hash_type': 'MD5', 'hash': '252466dd4b2dafc4b4fdc6ef535e894b', 'filename': 'laporan_akhir (6) 2017, isolasi ignin tahun 2.pdf', 'fileid': 398124, 'mime_type': 'application/pdf'}], 'main': 'laporan_akhir (6) 2017, isolasi ignin tahun 2.pdf', 'docid': 153708, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153708', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33586, 'language': 'en', 'mime_type': 'application/pdf'}]",,['FP19'],other,disk0/00/03/35/86,1970-01-01 00:00:00.000002016,"[{'id': 'srihidayati.unila@gmail.com', 'name': {'honourific': None, 'family': 'Hidayati', 'lineage': None, 'given': 'Sri'}}]",,,,,,,Ristekdikti,,,0,,Jakarta,,,,,,,
8,['S1'],"Sebuah penelitian tentang proses produksi metil ester sulfonat menggunakan bahan baku metil ester minyak kelapa sawit dilakukan secara faktorial menggunakan NaHSO sebagai agen pensulfonasi dengan variasi rasio mol NaHSO 1:1,25, 1:1,5, 1:1,75 dan 1:2 dan lama sulfonasi.dengan variasi 3; 45; dan 6 jam. Hasil penelitian menunjukkan bahwa kondisi proses sulfonasi terbaik terdapat pada rasio metil ester dan mol reaktan 1:1,5 dan  lama reaksi  4,5 jam dan suhu reaksi lOOoC yang menghasilkan nilai stabilitas emulsi 68,25%, bilangan asam 2,57 mg KOH/g sampel, bilangan iod 10,91 g 1od/100 g sampel. Konsentrasi metil ester sulfonat MES terbaik untuk menghasilkan 1FT terendah adalah 1% (b/b) yaitu 1,806 dyne/cm, salinitas optimal terjadi pada 20.000 ppm NaCl dengan nilai 1FT 0,0055 dyne/cm. 0,098 dyne/cm.",archive,2021-02-11 09:17:40,7,,show,https://jurnal.ugm.ac.id/agritech/article/view/10682,Similarity:Pengaruh Rasio Mol Reaktan Dan Lama Sulfonasi Terhadap Karakteristik Methyl Ester Sulfonic (Mes) DariMetil Ester Minyak Sawit,,published,,27826,,,2021-02-11 09:17:40,2021-02-11 09:17:40,1027,http://repository.lppm.unila.ac.id/id/eprint/27826,public,,pub,"[{'files': [{'datasetid': 'document', 'filesize': 2470922, 'fileid': 248042, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-02-10 13:58:16', 'hash': '7b791e295afe2b61868f34311d0f0c93', 'filename': 'PENGARUH RASIO MOL REAKTAN DAN LAMA SULFONASI TERHADAP KARAKTERISTIK METHYL ESTER SULFONIC (MES) DARI METIL ESTER MINYAK SAWIT.pdf', 'objectid': 41792, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248042'}], 'docid': 41792, 'main': 'PENGARUH RASIO MOL REAKTAN DAN LAMA SULFONASI TERHADAP KARAKTERISTIK METHYL ESTER SULFONIC (MES) DARI METIL ESTER MINYAK SAWIT.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41792', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27826, 'language': 'en', 'mime_type': 'application/pdf'}]",,['FP19'],other,disk0/00/02/78/26,2016-02-01 00:00:00.000000000,"[{'id': 'srihidayati.unila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hidayati', 'given': 'Sri'}}]",,,,,,,"Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta",,,https://doi.org/10.22146/agritech.10682,,Yogyakarta,,,,,,,
9,['S1'],"Abstrak :
Invensi ini berhubungan dengan produk dan metode pembuatan surfaktan metil ester sulfonat, khususnya berhubungan dengan
proses pembuatan metil ester sulfonat (MES) dari minyak CPO dan formulasinya sebagai surfaktan untuk EOR. Surfaktan MES
dipilih karena mempunyai nilai IFT yang memadai dan Indonesia kaya akan CPO sebagai bahan baku pembuatnya. Formulas!
dilakukan untuk meningkatkan kinerja surfaktan sehingga memenuhi kriteria. Pembuatan surfaktan MES menggunakan bahan
baku metil ester dari CPO yang diperoleh dari minyak curah. Pada invensi ini dilakukan uji pengaruh suhu reaksi, lama reaksi, dan
rasio mol pereaksi dengan menggunakan NaHSO3 sebagai bahan pensulfonasi. Proses formulasi menghasilkan formula surfaktan
RPE811 dengan kinerja mampu menurunkan tegangan antar muka mencapai 10~3 dyne/cm, kompatibel dengan air formulasi,
nilai filtration ratio (FR) lebih kecil dari 1,2 dan stabil sampai 30 hari pada suhu 60°C. Pada uji core flooding dengan batuan
standar Bentheimer mampu menghasilkan minyak sebesar 16,51%.",archive,2017-05-29 05:59:17,19,,show,http:/dgip.go.id/images/ki-images/pdf-files/publikasi/publikasi_paten/.../brp476.pdf,FORMULASI SURFAKTAN BERBASIS MES UNTUK APLIKASI EOR,,published,,1821,,,2017-05-29 05:58:48,2017-05-29 05:59:17,1027,http://repository.lppm.unila.ac.id/id/eprint/1821,public,,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1673', 'rev_number': 1, 'main': 'paten sri hidayati.pdf', 'docid': 1673, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/12682', 'objectid': 1673, 'mtime': '2017-05-29 05:45:37', 'hash_type': 'MD5', 'hash': 'c502e29383fcd8dd448f9602180d40ed', 'filename': 'paten sri hidayati.pdf', 'fileid': 12682, 'mime_type': 'application/pdf', 'filesize': 3812994, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 1821, 'security': 'public', 'placement': 1}]",,['FP19'],patent,disk0/00/00/18/21,2016-08-01 00:00:00.000000000,"[{'id': 'srihidayati.unila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hidayati', 'given': 'Sri'}}, {'name': {'family': 'Hestuti', 'honourific': None, 'lineage': None, 'given': 'Eni'}, 'id': 'hestutieni@gmail.com'}, {'id': None, 'name': {'given': 'None', 'lineage': None, 'honourific': None, 'family': 'Suwartingsih'}}, {'name': {'given': 'None', 'honourific': None, 'family': 'Usman', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Brioletty', 'given': 'Letty'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Tobing', 'given': 'Edward M. Lumban'}}, {'name': {'lineage': None, 'family': 'Ardhyarini', 'honourific': None, 'given': 'Novie'}, 'id': None}, {'id': None, 'name': {'family': 'lLsyana', 'honourific': None, 'lineage': None, 'given': 'None'}}, {'id': None, 'name': {'given': 'Slamet', 'lineage': None, 'honourific': None, 'family': 'Handoko'}}, {'name': {'given': 'Daliya Indra', 'honourific': None, 'family': 'Setyawan', 'lineage': None}, 'id': None}, {'name': {'family': 'Sukriya', 'honourific': None, 'lineage': None, 'given': ""Ikha Novita Ma'wa""}, 'id': None}, {'name': {'family': 'Sugihardjo', 'honourific': None, 'lineage': None, 'given': 'None'}, 'id': None}]",,,,,,,,,"['Universitas lampung', 'BPPTMGB Lemigas']",P00201403381,,,"BPPTMGB ""LEMIGAS"" J1. Ciledug Raya Kav. 109, Cipulir, Kebayoran Lama, Jakarta 12230",28.0,,,,,
