,divisions,type,dir,date,creators,datestamp,corp_creators,lastmod,userid,refereed,uri,full_text_status,publisher,documents,ispublished,date_type,eprintid,abstract,subjects,status_changed,eprint_status,place_of_pub,metadata_visibility,rev_number,title,publication,issn,book_title,isbn,monograph_type,number,pagerange,volume,official_url,related_url,id_number,pages,institution,department,contact_email,editors,contributors,funders,projects,keywords,referencetext,succeeds,pres_type,event_type,event_title
0,['FH3'],book,disk0_bak/00/05/03/82,2022-10-01 00:00:00.000000000,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Ade', 'given': 'Arif Firmansyah'}}, {'name': {'given': 'Febrianto', 'lineage': None, 'honourific': None, 'family': 'Dita'}, 'id': 'dita.febrianto@fh.unila.ac.id'}, {'id': 'maliciaevendia@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Malicia', 'given': 'Evendia'}}]",2023-04-12 07:51:49,"['universitas lampung', 'universitas lampung', 'universitas lampung']",2023-04-12 07:51:49,287,TRUE,http://repository.lppm.unila.ac.id/id/eprint/50382,public,Pusaka Media,"[{'files': [{'objectid': 190091, 'uri': 'http://repository.lppm.unila.ac.id/id/file/543845', 'mime_type': 'application/pdf', 'fileid': 543845, 'hash': 'a899903a550b3e169443fb4c73b40a6c', 'filename': 'Model Regulasi Revitalisasi BUMDES.pdf', 'mtime': '2023-04-12 07:33:31', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2514152}], 'main': 'Model Regulasi Revitalisasi BUMDES.pdf', 'docid': 190091, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190091', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50382, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,published,50382,"Badan Usaha Milik Desa (BUMDes) bukan hal baru
diperdesaan, BUMDes telah lama berkembang di desa-desa
Indonesia hanya saja perkembangannya tidak terlalu baik. Salah satu hasil penelitian pada tahun 2013 sebelum adanya Undang-Undang Desa, menunjukkan kondisi kebanyakan BUMDes tidak berjalan dan tidak dapat menyokong pendapatan desa, sehingga dapat dikatakan eksistensi dari BUMDes hanya sebatas papan nama saja. Padahal pendirian BUMDes dimaksudkan sebagai upaya menampung seluruh kegiatan di bidang ekonomi dan/atau pelayanan umum yang dikelola oleh Desa dan/atau kerja sama antar-Desa. BUMDes didirikan untuk mendukung misi dari pemerintah yaitu membangun daerah perdesaan yang dapat dicapai melalui pemberdayaan masyarakat dengan mengoptimalkan sumber daya potensial di desa.Artinya, sebelum dikeluarkan Undang-Undang Desa, BUMDes cenderung tidak terlalu baik perkembangannya dari sisi kualitas dan kuantitas.",['K1'],2023-04-12 07:51:49,archive,Bandar Lampung,show,8,MODEL REGULASI REVITALISASI BUMDES UNTUK MENINGKATKAN KEMANDIRIAN DESA,,,,,,,,,,,,,,,,,,,,,,,,,
1,['FH3'],article,disk0_bak/00/05/03/73,2022-07-06 00:00:00.000000000,"[{'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'honourific': None, 'lineage': None}, 'id': None}, {'id': None, 'name': {'family': 'Malicia', 'honourific': None, 'lineage': None, 'given': 'Evendia'}}, {'id': 'dita.febrianto@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Dita', 'lineage': None, 'given': 'Febrianto'}}]",2023-04-12 07:41:17,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2023-04-12 07:41:17,287,TRUE,http://repository.lppm.unila.ac.id/id/eprint/50373,public,Atlantis Press SARL,"[{'files': [{'objectid': 190082, 'uri': 'http://repository.lppm.unila.ac.id/id/file/543782', 'mime_type': 'application/pdf', 'fileid': 543782, 'filename': 'Jurnal Ulicoss 2022.pdf', 'hash': '703b171a33ea3dc9dd54d8030eb6d48e', 'mtime': '2023-04-12 06:02:34', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2503544}], 'docid': 190082, 'main': 'Jurnal Ulicoss 2022.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190082', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50373, 'mime_type': 'application/pdf', 'language': 'en'}]",submitted,,50373,"The enactment of Law Number 11 of 2020
concerning Job Creation, amending 80 sectoral laws and
elaborated in 51 derivative regulations in the form of
Government Regulations (47) and Presidential Regulations (4)
and has changed the direction of decentralization to become
recentralization. This paper aims to analyze the impact of the enactment of the Job Creation law on local government affairs
in the field of basic services. Using a doctrinal writing approach, the results of the analysis show that: The Job Creation law and its derivative regulations make a shift in legal politics towards
the issue of licensing simplification and investment ease which leads to the creation of new jobs. Of the 6 obligatory local
government affairs related to basic services, affairs in the field of spatial planning are most significantly affected by the
enactment of the Job Creation Law, while other affairs are not significantly affected. Local governments need to prepare
regulatory and institutional aspects in response to the enactment of the Job Creation Law.",['K1'],2023-04-12 07:41:17,archive,,show,8,The Implication of the Job Creation Law on Local Government Basic Service Affairs,Universitas Lampung International Conference on Social Sciences (ULICoSS 2021),2352-5398,,,,,,,,,,,,,,,,,,,,,,,
2,['FH3'],other,disk0_bak/00/05/03/71,2022-09-22 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'family': 'Ade Arif', 'lineage': None, 'given': 'Firmansyah'}}, {'name': {'given': 'Evendia', 'family': 'Malicia', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Febrianto', 'family': 'Dita', 'honourific': None, 'lineage': None}, 'id': 'dita.febrianto@fh.unila.ac.id'}]",2023-04-12 07:41:15,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2023-04-12 07:41:15,287,,http://repository.lppm.unila.ac.id/id/eprint/50371,public,https://silemlit21.unila.ac.id/,"[{'docid': 190077, 'main': 'Ade Arif Firmansyah_Hukum_PBMBKM_Lap.pdf', 'files': [{'filename': 'Ade Arif Firmansyah_Hukum_PBMBKM_Lap.pdf', 'hash': 'bac4003e0b1c175d4a738a09aef5049b', 'hash_type': 'MD5', 'mtime': '2023-04-12 05:33:14', 'mime_type': 'application/pdf', 'fileid': 543759, 'filesize': 1263117, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/543759', 'objectid': 190077}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190077', 'rev_number': 1, 'eprintid': 50371, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,published,50371,"Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja (Undang-Undang Cipta Kerja) yang mengubah 80 (delapan puluh) Undang-Undang sektoral dan dielaborasi dalam 51 (lima puluh satu) peraturan turunan dalam bentuk Peraturan Pemerintah (47) dan Peraturan Presiden (4) telah mengubah arah desentralisasi menjadi resentralisasi. Undang-Undang Cipta Kerja beserta peraturan turunannya memperlihatkan pergeseran makna politik hukum ke arah isu simplifikasi perizinan, kemudahan investasi yang bermuara pada penciptaan lapangan kerja baru. Hal ini perlu menjadi perhatian bersama, terutama pemerintah daerah yang sebagian besar kewenangannya terdampak Undang-Undang Cipta Kerja. Diperlukan pemetaan produk hukum daerah berkenaan dengan kondisi tersebut, sehingga pemerintah daerah lebih siap dalam menghadapi dinamika perubahan kewenangan yang ada, utamanya berkenaan dengan urusan pelayanan dasar. Penelitian ini bertujuan untuk mengidentifikasi dan mengevaluasi urusan pemerintahan daerah di bidang pelayanan dasar yang terdampak Undang-Undang Cipta Kerja. Dengan menggunakan metode penelitian doktrinal, penelitian ini akan dilakukan dengan terlebih dahulu memetakan urusan pemerintahan daerah di bidang pelayanan dasar yang terdampak Undang-Undang Cipta Kerja dan
kemudian mengevaluasi urusan pemerintahan daerah di bidang pelayanan dasar yang terdampak Undang-Undang Cipta Kerja tersebut. Sebagai konsekuensi dari skim Penelitian MBKM, penelitian ini akan secara aktif melibatkan mahasiswa
sebagai asisten peneliti yang diberi tugas dan tanggung jawab terhadap pelaksanaan penelitian. Hasil penelitian menunjukkan bahwa: keberadaan Undang-Undang Cipta Kerja tidak ada yang berimplikasi terhadap 6 (enam) urusan pemerintahan wajib pemerintahan daerah yang berkaitan dengan Pelayanan Dasar yang diatur dalam UU No. 23 Tahun 2014. Namun demikian, implikasi terhadap urusan pemerintahan wajib pemerintahan daerah yang berkaitan dengan Pelayanan Dasar justru muncul dari perubahan undang-undang sektoral terkait yang juga diubah oleh UU Cipta Kerja, yaitu: Undang-Undang
Nomor 28 Tahun 2002 tentang Bangunan Gedung; Undang-Undang Nomor 26 Tahun 2007 tentang Penataan Ruang; Undang Nomor 22 Tahun 2009 tentang Lalu Lintas Angkutan Jalan; Undang-Undang Nomor 1 Tahun 2011 tentang Perumahan dan Kawasan Permukiman; dan Undang-Undang Nomor 17 Tahun 20l9 tentang Sumber Daya Air.
Kata Kunci: kewenangan, daerah, implikasi, evaluasi",['K1'],2023-04-12 07:41:15,archive,,show,9,IDENTIFIKASI DAN EVALUASI URUSAN PEMERINTAHAN DAERAH DI BIDANG PELAYANAN DASAR YANG TERDAMPAKUNDANG-UNDANG CIPTA KERJA,,,,,,,,,,,,,,,,,,,,,,,,,
3,['FH3'],other,disk0_bak/00/05/14/86,1970-01-01 00:00:00.000002022,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Ahmad saleh', 'given': 'saleh'}, 'id': 'ahmad.saleh@fh.unila.ac.id'}, {'name': {'given': 'Riananda', 'honourific': None, 'family': 'Martha', 'lineage': None}, 'id': None}, {'id': None, 'name': {'family': 'Evendia', 'honourific': None, 'lineage': None, 'given': 'Malicia'}}]",2023-05-12 07:07:54,,2023-05-12 07:07:54,101,,http://repository.lppm.unila.ac.id/id/eprint/51486,public,DIPA BLU UNILA,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248841', 'pos': 1, 'format': 'text', 'files': [{'filesize': 440168, 'datasetid': 'document', 'mtime': '2023-05-12 06:37:09', 'hash_type': 'MD5', 'filename': 'laporan akhir penelitian saleh 22.pdf', 'hash': '59266c0cf4dbf58c968cc0f310baf33d', 'fileid': 609940, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/609940', 'objectid': 248841}], 'main': 'laporan akhir penelitian saleh 22.pdf', 'docid': 248841, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 51486}]",pub,,51486,,['K1'],2023-05-12 07:07:54,archive,,show,8,Konstruksi Hukum Daerah dalam Pengembangan BUMDes Berbasis Reinventing Government Untuk Pembangunan Ekonomi Inklusif,,,,,,,,,,,,,,,,,,,,,,,,,
4,['FH3'],book_section,disk0_bak/00/04/99/69,1970-01-01 00:00:00.000002022,"[{'id': None, 'name': {'given': 'Andre Arya Pratama', 'lineage': None, 'family': 'Andre Arya Pratama', 'honourific': None}}, {'name': {'given': 'Maya Shafira', 'lineage': None, 'family': 'Maya Shafira', 'honourific': None}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': 'deni.achmad@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Deni Achmad', 'given': 'Deni Achmad'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Gunawan Jatmiko', 'given': 'Gunawan Jatmiko'}}]",2023-04-10 00:57:46,,2023-04-10 00:57:46,318,TRUE,http://repository.lppm.unila.ac.id/id/eprint/49969,public,FH UNILA,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49969, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189659', 'rev_number': 1, 'main': 'Monograf_Hukum dan Era Digital.pdf', 'docid': 189659, 'files': [{'objectid': 189659, 'uri': 'http://repository.lppm.unila.ac.id/id/file/540796', 'mime_type': 'application/pdf', 'fileid': 540796, 'filename': 'Monograf_Hukum dan Era Digital.pdf', 'hash': '23c411f803e07a02e02244f9f7e4c896', 'mtime': '2023-04-09 07:42:56', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1495819}]}]",pub,published,49969,"Anak selaku korban tindak pidana kekerasan seksual hakikatnya perlu 
untuk mendapatkan perlindungan atas kesejahteraan dan hak kembali 
untuk tumbuh dan berkembang sesuai dengan Undang Undang Dasar 
1945. Kerugian yang diderita oleh anak perlu dituntut melalui ganti rugi 
pemidanaan kepada pelaku atau orang ketiga yaitu pengajuan hak 
restitusi. Mekanisme pengajuan hak restitusi tentunya mengalami 
perkembangan aturan hukum, namun sampai saat ini masih menjadi 
kendala bagi pihak korban dalam memenuhi syarat-syarat pengajuan 
berdasarkan Peraturan Pemerintah Nomor 43 Tahun 2017. Selain itu 
diperlukan persetujuan dari Lembaga Perlindungan Saksi dan Korban 
(LPSK) dalam menentukan apakah tindak pidana tersebut layak untuk 
diajukan restitusi. Tentunya hal ini akan mempersulit para korban untuk 
mendapatkan keadilan sebagaimana mestinya. Artikel ini akan 
menggunakan penelitian yang bersifat hukum normatif, dimana dalam 
penelitian tersebut mendeskripsikan terkait analisis problematika yang 
disajikan pada penelitian menggunakan peraturan perundang undangan 
yang mengacu pada UU No. 31 Tahun 2014 dan PP No. 43 Tahun 2017 
sesuai dengan cakupan ruang pembahasan mengenai hukum yang berlaku 
serta berasal dari buku-buku, jurnal kepustakaan dan sumber informasi 
lainnya yang menjadi rujukan penulis mengumpulkan data-data untuk 
melengkapi penelitian ini. Dalam penelitian ini penulis menyimpulkan 
bahwa mekanisme pelaksanaan pengajuan hak restitusi sulit untuk 
dilakukan, apalagi mengingat korban cenderung awam terhadap hukum. 
Sehingga perlunya rekonstruksi mengenai mekanisme pengajuan restitusi 
untuk dibuat secara praktis, salah satunya pengajuan restitusi secara 
online (e-restitution) agar memudahkan pihak korban memenuhi 
persyaratan pengajuan. Selain itu juga memudahkan pihak baik dari 
Hukum dan Era Digital
25
LPSK, kepolisian maupun pengadilan dalam memenuhi hak restitusi 
nantinya. 
Kata Kunci: Anak, Hak, Restitusi",['K1'],2023-04-10 00:57:46,archive,,show,7,"HUKUM DAN 
ERA DIGITAL: MEKANISME PENGAJUAN RESTITUSI SECARA 
ONLINE (E-RESTITUTION) TERHADAP ANAK 
KORBAN TINDAK PIDANA KEKERASAN SEKSUAL: 
KONSEPSI DAN DINAMIKA",,,HUKUM DAN  ERA DIGITAL,978-602-61528-3-1,,,,,,,,,,,,,,,,,,,,,
5,['FH3'],monograph,disk0_bak/00/05/16/45,1970-01-01 00:00:00.000002022,"[{'name': {'given': 'Tri', 'honourific': None, 'family': 'Andrisman', 'lineage': None}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Damanhuri Warganegara', 'honourific': None, 'given': 'DW'}}, {'id': 'firganefi.unila@gmail.com', 'name': {'given': 'firganefi', 'honourific': None, 'family': 'firganefi', 'lineage': None}}, {'name': {'given': 'susanti', 'honourific': None, 'family': 'Emilia susanti', 'lineage': None}, 'id': 'emilia.susanti@fh.unila.ac.id'}]",2023-05-15 06:48:13,,2023-05-15 06:48:13,903,,http://repository.lppm.unila.ac.id/id/eprint/51645,public,LPPM Universitas Lampung,"[{'files': [{'objectid': 249600, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611747', 'datasetid': 'document', 'filesize': 1038993, 'fileid': 611747, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-15 04:43:48', 'hash': 'b2b545849dd70595cd053e7e1a6ee4d1', 'filename': '20584.pdf'}], 'docid': 249600, 'main': '20584.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/249600', 'rev_number': 2, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 51645, 'language': 'en', 'mime_type': 'application/pdf'}]",unpub,submitted,51645,,['K1'],2023-05-15 06:48:13,archive,,show,8,"Analisis Putusan Pengadilan berupa Vonis Nihil Ditinjau dari Asas Kepastian Hukum, Kemanfaatan, dan Keadilan",,,,,documentation,,,,,,,,,,,,,,,,,,,,
6,['FH3'],other,disk0_bak/00/05/01/47,1970-01-01 00:00:00.000002022,"[{'name': {'given': 'Puspawati', 'lineage': None, 'honourific': None, 'family': 'Ani Agus Puspawati'}, 'id': 'ani.wardianto@gmail.com'}, {'name': {'lineage': None, 'family': 'Meiliyana', 'honourific': None, 'given': 'Meiliyana'}, 'id': 'melyanwar@yahoo.com'}, {'id': 'dona.raisa@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Dona', 'given': 'Raisa Monica'}}]",2023-04-11 00:50:51,,2023-04-11 00:50:51,37,,http://repository.lppm.unila.ac.id/id/eprint/50147,public,LPPM Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50147, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189848', 'main': 'LAPORAN PENELITIAN MBA ANI FIX.pdf', 'docid': 189848, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/542196', 'objectid': 189848, 'filesize': 1115438, 'datasetid': 'document', 'filename': 'LAPORAN PENELITIAN MBA ANI FIX.pdf', 'hash': 'a3ce3a34347f61ae6667ec8e8d805c39', 'hash_type': 'MD5', 'mtime': '2023-04-10 15:12:25', 'mime_type': 'application/pdf', 'fileid': 542196}]}]",unpub,,50147,"Pekerja Migran Indonesia (PMI) yang berasal dari Provinsi Lampung pada
tahun 2017-2020 terbanyak dari Kabupaten Lampung Timur yang didominasi oleh
PMI perempuan. Tingginya jumlah PMI asal Kabupaten Lampung Timur 
disebabkan oleh kondisi ekonomi. PMI memberikan dampak negatif bagi keluarga
yang ditinggalkan. Penelitian ini mengkaji secara sistematik model implementasi
pandu keluarga Pekerja Migran Indonesia (PMI) dengan Soft System
Methodology (SSM). 
Tujuan penelitian yaitu a) Menganalisis problematika keluarga PMI di Desa 
Sumbergede Kabupaten Lampung Timur. b) Membangun model implementasi
Pandu Keluarga Pekerja Migran Indonesia dengan pendekatan Soft System
Methodology (SSM). 
Jenis penelitian ini adalah kualitatif. Tahapan diawali dengan menganalisis
problematika keluarga PMI di Desa Sumbergede Kabupaten Lampung Timur. 
Kemudian dilakukan pengambilan data primer dan data sekunder melalui
wawancara, observasi dan dokumentasi ke lokasi penelitian. Selanjutnya kompilasi
teori dan data. Teori yang dikompilaasi meliputi teori analisis kebijakan, teori
implementasi kebijakan dan pandu keluarga PMI. Tahap selanjutnya menganalisis 
dengan SSM dan FGD hingga terbangun “Model Implementasi Program Pandu 
Keluarga PMI melalui pendekatan Berpikir Sistem di Kabupaten Lampung Timur”. 
Implementasi PAKEM dapat berjalan dengan optimal jika terdapat data riil
mengenai keluarga PMI yang ditinggalkan, tidak hanya jumlah PMI yang berangkat. 
Koordinasi secara intensif dan kolaborasi harus dilakukan di internal Satgas PAKEM 
dan membangun relasi dengan pihak luar seperti organisasi pemerhati keluarga PMI. 
Luaran yang ditargetkan adalah a) Laporan akhir dan laporan keuangan 
penelitian. b) Hasil penelitian akan dipublikasikan. c) Makalah akan 
dipresentasikan pada pertemuan ilmiah yang diselenggarakan LPPM UNILA. 

Kata Kunci: Pandu Keluarga PMI, SSM",['K1'],2023-04-11 00:50:51,archive,,show,7,Model Implementasi Program Pandu Keluarga Pekerja Migran Indonesia Melalui Pendekatan Berfikir Sistem Dikabupaten Lampung Timur,,,,,,,,,,,,,,,,,,,,,,,,,
7,['FH3'],article,disk0/00/03/96/82,2022-02-01 00:00:00.000000000,"[{'name': {'family': 'Ati', 'honourific': None, 'lineage': None, 'given': 'Yuniati'}}]",2022-02-22 01:08:23,['Desmira Rachmayani'],2022-02-22 01:08:23,278,FALSE,http://repository.lppm.unila.ac.id/id/eprint/39682,public,,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 39682, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160958', 'main': 'Artikel Repository.docx', 'docid': 160958, 'files': [{'datasetid': 'document', 'filesize': 64925, 'fileid': 445220, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2022-02-21 12:07:06', 'filename': 'Artikel Repository.docx', 'hash': '5ebdc253c2e9532f75cb4fe7099a1143', 'objectid': 160958, 'uri': 'http://repository.lppm.unila.ac.id/id/file/445220'}]}]",unpub,,39682,Perubahan hak milik (HM) menjadi hak guna bangunan (HGB) dilakukan dengan mengajukan permohonan ke kantor pertanahan setempat. Dasar hukumnya adalah Keputusan Menteri Negara Agraria/Kepala BPN Nomor 16 Tahun 1997 Tentang Perubahan HM menjadi HGB atau Hak Pakai dan HGB menjadi Hak Pakai. PT. Griya Lestari Jaya menggugat Kepala Kantor Pertanahan Kota Bandar Lampung ke PTUN karena merasa kepentingannya telah dirugikan setelah diterbitkannya sertifikat HGB oleh kantor pertanahan,['K1'],2022-02-22 01:08:23,archive,,show,6,"ANALISIS YURIDIS PERUBAHAN SERTIFIKAT HAK MILIK 
MENJADI HAK GUNA BANGUNAN 
(Studi Putusan Pengadilan Tata Usaha Negara Bandar Lampung
 Nomor: 10/G/2020/PTUN-BL)",Jurnal Ilmu Hukum,,,,,,,,,,,,,,,,,,,,,,,,
8,['FH3'],article,disk0/00/04/49/02,2022-06-10 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Ati', 'given': 'Yuniati'}}]",2022-09-12 04:13:10,"['Doni Irawan', 'Sandy Erggi Irawan', 'Lucky Andreanto', 'Sastia Dwi  Cahya', 'Cafrin Fepdiyani', 'Dian Tika Roisnahadi']",2022-09-12 04:13:10,278,TRUE,http://repository.lppm.unila.ac.id/id/eprint/44902,public,LPPM UNILA,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166822', 'main': 'PEMBUATAN SABUN DARI MINYAK JELANTAH DAN ECO ENZIME_Jurnal BUGUH.pdf', 'docid': 166822, 'files': [{'datasetid': 'document', 'filesize': 349784, 'fileid': 484521, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-12 02:41:33', 'filename': 'PEMBUATAN SABUN DARI MINYAK JELANTAH DAN ECO ENZIME_Jurnal BUGUH.pdf', 'hash': '0cc00cd5911804048a1c6a37b75207dd', 'objectid': 166822, 'uri': 'http://repository.lppm.unila.ac.id/id/file/484521'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 44902, 'placement': 1, 'security': 'public'}]",pub,published,44902,"Minyak goreng bekas yang sudah berwarna coklat kehitaman sebaiknya tidak digunakan lagi karena bersifat 
karsinogenik. Minyak goreng yang telah dipakai berulang kali biasa disebut dengan minyak jelantah. Biasanya 
minyak jelantah (mijel) akan dibuang sembarangan sehingga menyebabkan minyak tersebut menjadi limbah di 
lingkungan sekitar. Pemanfaatan minyak jelantah salah satunya dapat dibuat menjadi sabun dengan bantuan eco 
enzyme. Eco enzyme adalah cairan hasil fermentasi limbah organic seperti kulit buah atau limbah sayur�sayuran. Kegiatan ini bertujuan untuk mengedukasi ibu-ibu mengenai pembuatan sabun dari minyak jelantah 
serta membantu memberikan solusi agar minyak jelantah dapat dimanfaatkan kembali dalam bentuk lain, salah 
satunya dibuat sabun cuci. Peserta kegiatan ini adalah ibu-ibu PKK di Kelurahan Labuan Ratu Baru, Way Jepara 
sebanyak 23 orang. Kegiatan ini terdiri dari, diskusi,i dan praktik langsung. Hasil kegiatan pengabdian ini 
menunjukan bahwa para peserta sangat antusias dan menyimak selama proses berlangsung. Sosialisasi dan 
praktik ini dimaksudkan untuk memberikan keterampilan kepada para peserta dalam menentukan formula yang 
tepat dalam pembuatan sabun cuci dari minyak jelantah. Setelah kegiatan ini berlangsung diharapkan ibu-ibu 
akan semakin sadar akan manfaat dari minyak jelantah dan limbah organic.",['K1'],2022-09-12 04:13:10,archive,,show,7,PEMBUATAN SABUN DARI MINYAK JELANTAH DAN ECO ENZIME,Jurnal Sakai Sambayan,2550-1089,,,,2,24-30,2,https://jurnalbuguh.unila.ac.id/index.php/buguh,[{'url': 'https://jurnalbuguh.unila.ac.id/index.php/buguh/article/view/522'}],,,,,,,,,,,,,,,
9,['FH3'],article,disk0/00/04/70/86,1970-01-01 00:00:00.000002022,"[{'name': {'honourific': None, 'family': 'Ati', 'lineage': None, 'given': 'Yuniati'}}, {'name': {'lineage': None, 'family': 'Upik', 'honourific': None, 'given': 'Hamidah'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'sepriyadi', 'given': 'adhan'}}, {'name': {'lineage': None, 'family': 'Eka', 'honourific': None, 'given': 'Deviani'}}, {'name': {'given': 'Eka Putri', 'family': 'Marlia', 'honourific': None, 'lineage': None}}]",2022-12-01 04:01:14,,2022-12-01 04:01:14,278,TRUE,http://repository.lppm.unila.ac.id/id/eprint/47086,public,Universitas Kuningan,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186027', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/517306', 'objectid': 186027, 'filesize': 1236937, 'datasetid': 'document', 'filename': 'Jurnal Kuningan Lengkap.pdf', 'hash': '492aec706c57ab294d64d0873c4afc7d', 'mtime': '2022-12-01 01:25:41', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 517306}], 'docid': 186027, 'main': 'Jurnal Kuningan Lengkap.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 47086}]",pub,published,47086,"Environmental pollution can cause damage to ecosystems and have a negative impact on the environment. One of the causes of environmental pollution is rubber waste. To prevent this from happening, it is necessary to have supervision from the government, namely the Environmental Service and the community due to the existence of rubber waste disposal activities. The problem in this research is how to enforce the law on the disposal of rubber waste by the Environmental Service and what are the inhibiting factors in supervising the disposal of rubber waste in Way Kanan Regency. The method used in this research is normative and empirical, using a statute approach and in-depth interviews. The results of the study and the conclusion from these problems are that law enforcement carried out by the Environmental Service in carrying out monitoring instruments related to the disposal of rubber waste by business actors is still less than optimal and less firm because it is only waiting for reports from the public. Inhibiting factors in upervising the disposal of rubber waste in Way Kanan Regency are Lack of Human Resources, Insufficient Facilities and Infrastructure, Distances that are difficult to reach, and Lack of commitment from the person in charge of 
the business to protect the environment",['K1'],2022-12-01 04:01:14,archive,,show,7,"Law Enforcement Against Environmental Pollution by the 
Way Kanan District Environmental Service",Jurnal Ilmu Hukum Unifikasi,2354-5976,,,,1,19-26,9,https://journal.uniku.ac.id/index.php/unifikasi/index,[{'url': 'https://journal.uniku.ac.id/index.php/unifikasi/article/view/5381'}],,,,,,,,,,,,,,,
