,lastmod,userid,datestamp,ispublished,pres_type,documents,uri,full_text_status,refereed,type,divisions,creators,dir,date,status_changed,eprint_status,subjects,abstract,title,event_dates,rev_number,event_type,metadata_visibility,event_title,eprintid,date_type,event_location,volume,official_url,related_url,number,pagerange,publication,issn,place_of_pub,book_title,publisher,pages,id_number,patent_applicant,corp_creators,projects,contact_email,keywords,note,referencetext,isbn,contributors
0,2019-11-14 03:45:24,389,2019-11-14 03:45:24,submitted,paper,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/138282', 'objectid': 29254, 'filesize': 701776, 'datasetid': 'document', 'mtime': '2019-11-12 10:21:38', 'hash_type': 'MD5', 'hash': 'dd06bad73ddc37924114cadea6242a8d', 'filename': 'ailsa jurnal lahan kering.pdf', 'fileid': 138282, 'mime_type': 'application/pdf'}], 'main': 'ailsa jurnal lahan kering.pdf', 'docid': 29254, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29254', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 16159, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/16159,public,FALSE,conference_item,['FP15'],"[{'name': {'family': 'Azalia', 'honourific': None, 'lineage': None, 'given': 'Ailsa'}, 'id': 'ailsa.azaliaa@gmail.com'}, {'id': 'tanto.utomo@fp.unila.ac.id', 'name': {'given': 'tanto Pratondo', 'family': 'Utomo', 'honourific': None, 'lineage': None}}, {'id': 'erdi.suroso@fp.unila.ac.id', 'name': {'given': 'Erdi', 'honourific': None, 'family': 'Suroso', 'lineage': None}}, {'id': 'srihidayati.unila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hidayati', 'given': 'Sri'}}, {'id': 'puspita.yuliandari@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Yuliandari', 'lineage': None, 'given': 'Puspita'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Joen', 'given': 'Deary Amethy Zahrotinufus'}}]",disk0/00/01/61/59,2019-08-29 00:00:00.000000000,2019-11-14 03:45:24,archive,['S1'],"Ginger essential oil is one of the products that provided a role for the Indonesian economy. The main components of ginger essential oils such as zingiberen, gingerol, shagaol, and resin cause a distinctive aroma and can be used for raw materials of various types of products both food and non-food. Ginger essential oil distillation industry was not reached the optimal process so it still produced both solid and liquid waste. The purpose of this study was to designed the improvement to the process of producing ginger essential oil through a clean production approach to optimized production and utilize the resulting waste. The method that used in this study are the identification of materials and energy with a MET matrix, testing the quality of fresh raw materials, dry raw materials and both solid and liquid waste, identification of the utilization of these wastes through a literature review. The results showed that the water content of fresh red ginger was 70.48% and dry red ginger was 9.9% (wet basis). The essential oil content of fresh red ginger is 0.32% and dry red ginger is 2.3%. Solid waste (pulp) contains gingerol compounds, while liquid waste (hydrosol) contains gingerol, phenolic, terpenoids, sesquiterpenes, and flavonoids. The results of the identification show the chemical component in solid waste can be used in the manufacture of organic fertilizer, animal feed, analgesic drugs, and active paper, while liquid waste can be used as raw material for beauty products.",Model Penyulingan Minyak Atsiri Jahe Merah Berbasis Produksi Bersih,9-11 September 2019,8,conference,show,Seminar Nasional Lahan Kering ke 5,16159,submitted,Bandarlampung,,,,,,,,,,,,,,,,,,,,,
1,2019-11-14 03:45:20,389,2019-11-14 03:45:20,submitted,paper,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29247', 'docid': 29247, 'main': 'Makalah SemNas Lahan Kering an Fakhrulsyah dkk.pdf', 'files': [{'filesize': 744661, 'datasetid': 'document', 'hash': 'd596195a293db6b2ff3847368d1c1681', 'filename': 'Makalah SemNas Lahan Kering an Fakhrulsyah dkk.pdf', 'mtime': '2019-11-12 09:48:03', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 138236, 'uri': 'http://repository.lppm.unila.ac.id/id/file/138236', 'objectid': 29247}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 16147, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/16147,public,FALSE,conference_item,['FP15'],"[{'id': 'fahrulsyah.ipb27@gmail.com', 'name': {'given': 'Fahrulsyah', 'honourific': None, 'family': 'Fahrulsyah', 'lineage': None}}, {'id': 'tanto.utomo@fp.unila.ac.id', 'name': {'given': 'Tanto Pratondo', 'lineage': None, 'family': 'Utomo', 'honourific': None}}, {'name': {'family': 'Suroso', 'honourific': None, 'lineage': None, 'given': 'Erdi'}, 'id': 'erdi.suroso@fp.unila.ac.id'}, {'id': 'subeki1968@fp.unila.ac.id', 'name': {'given': 'subeki', 'lineage': None, 'family': 'subeki', 'honourific': None}}, {'name': {'given': 'Sri', 'lineage': None, 'honourific': None, 'family': 'Hidayati'}, 'id': 'srihidayati.unila@gmail.com'}]",disk0/00/01/61/47,2019-07-29 00:00:00.000000000,2019-11-14 03:45:20,archive,['S1'],"Robusta coffee flower is quite abundant in Lampung Province marked by the number of coffee plantations in the Lampung region. Coffee flowers that contain oil / aromatic components are alternatives to the use of coffee plants in addition to harvesting their seeds and are an alternative solution for processing coffee plants. This study aims to analyze the potential added value of coffee flowers to be processed aromatic components (coffee flower oil). The method used to process data is quantitative descriptive analysis. Quantitative descriptive analysis was used to determine the potential value added of coffee flower-based oil products in Lampung province. Hayami method is used to find out the value added of coffee flower oil products. Based on organoleptic tests, the aroma that most closely resembles natural coffee flowers is oil extracted by the hydrosol method where the raw material for coffee flowers is taken / harvested in the phase before pollination and a yield of 16.1% is obtained. The added value of coffee flower oil processing (hydrosol method) with 1 kg of raw material is Rp. 4,930,000 and got a ratio value of 16.43%. The added value of Robusta coffee oil extraction in Lampung province falls into the medium category (15% - 40%). The profit obtained from one time production of coffee flowers into coffee flower oil is Rp 4,390,000 with a profit rate of 89%.",Analisis Nilai Tambah Minyak Bunga Kopi Robusta Di Provinsi Lampung,9-11 September 2019,11,conference,show,Seminar Nasional Lahan Kering ke 5,16147,submitted,Bandarlampung,,,,,,,,,,,,,,,,,,,,,
2,2019-11-14 03:45:22,389,2019-11-14 03:45:22,submitted,paper,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29248', 'main': 'Makalah SemNas Lahan Kering an Suci Hardina dkk final.pdf', 'docid': 29248, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/138246', 'objectid': 29248, 'filesize': 945997, 'datasetid': 'document', 'hash': '7bd60b8488dc6ec251b96585fa121f48', 'filename': 'Makalah SemNas Lahan Kering an Suci Hardina dkk final.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-12 09:55:14', 'mime_type': 'application/pdf', 'fileid': 138246}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 16152, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/16152,public,FALSE,conference_item,['FP15'],"[{'name': {'honourific': None, 'family': 'Hardina', 'lineage': None, 'given': 'Suci'}, 'id': None}, {'name': {'given': 'tanto Pratondo', 'lineage': None, 'honourific': None, 'family': 'Utomo'}, 'id': 'tanto.utomo@fp.unila.ac.id'}, {'name': {'given': 'subeki', 'honourific': None, 'family': 'subeki', 'lineage': None}, 'id': 'subeki1968@fp.unila.ac.id'}, {'name': {'given': 'Sri', 'lineage': None, 'honourific': None, 'family': 'Hidayati'}, 'id': 'srihidayati.unila@gmail.com'}, {'id': 'erdi.suroso@fp.unila.ac.id', 'name': {'given': 'Erdi', 'honourific': None, 'family': 'Suroso', 'lineage': None}}]",disk0/00/01/61/52,2019-09-09 00:00:00.000000000,2019-11-14 03:45:22,archive,['S1'],"Lampung Province is a potential area for developing crops plantation. One of the most well-known crops plantation in Lampung Province is coffee and needs to be developed further in order to have more added value. The high coffee production causes the availability of abundant coffee flowers. The abundance of coffee flowers was the background of this research, besides that no one has ever done research on the extraction techniques and characteristics contained in the aromatic components of coffee flowers. Te research results showed that the highest yield with the method of enfluration, but the resulting aroma only resembles coffee flowers so that the best method for extracting coffee flowers is the hydrosol method. The aroma produced by the hydrosol method closely resembles coffee flowers.",Kajian Ekstraksi Komponen Aromatik Bunga Kopi Robusta (coffea Chanepora),9-11 September 2019,8,conference,show,Seminar Nasional Lahan Kering ke-5,16152,submitted,Bandarlampung,,,,,,,,,,,,,,,,,,,,,
3,2019-11-14 03:45:27,389,2019-11-14 03:45:27,submitted,paper,"[{'eprintid': 16160, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 29258, 'main': 'Makalah SemNas Lahan Kering an Suci Hardina dkk final.pdf', 'files': [{'objectid': 29258, 'uri': 'http://repository.lppm.unila.ac.id/id/file/138298', 'datasetid': 'document', 'filesize': 945997, 'fileid': 138298, 'mime_type': 'application/pdf', 'mtime': '2019-11-12 10:30:02', 'hash_type': 'MD5', 'filename': 'Makalah SemNas Lahan Kering an Suci Hardina dkk final.pdf', 'hash': '7bd60b8488dc6ec251b96585fa121f48'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29258'}]",http://repository.lppm.unila.ac.id/id/eprint/16160,public,FALSE,conference_item,['FP15'],"[{'id': None, 'name': {'given': 'Suci', 'honourific': None, 'family': 'Hardina', 'lineage': None}}, {'name': {'given': 'tanto Pratondo', 'lineage': None, 'family': 'Utomo', 'honourific': None}, 'id': 'tanto.utomo@fp.unila.ac.id'}, {'id': 'subeki1968@fp.unila.ac.id', 'name': {'given': 'subeki', 'honourific': None, 'family': 'subeki', 'lineage': None}}, {'id': 'srihidayati.unila@gmail.com', 'name': {'family': 'Hidayati', 'honourific': None, 'lineage': None, 'given': 'Sri'}}, {'name': {'given': 'Erdi', 'lineage': None, 'family': 'Suroso', 'honourific': None}, 'id': 'erdi.suroso@fp.unila.ac.id'}]",disk0/00/01/61/60,2019-07-29 00:00:00.000000000,2019-11-14 03:45:27,archive,['S1'],"Lampung Province is a potential area for developing crops plantation. One of the most well-known crops plantation in Lampung Province is coffee and needs to be developed further in order to have more added value. The high coffee production causes the availability of abundant coffee flowers. The abundance of coffee flowers was the background of this research, besides that no one has ever done research on the extraction techniques and characteristics contained in the aromatic components of coffee flowers. Te research results showed that the highest yield with the method of enfluration, but the resulting aroma only resembles coffee flowers so that the best method for extracting coffee flowers is the hydrosol method. The aroma produced by the hydrosol method closely resembles coffee flowers.",Kajian Ekstraksi Komponen Aromatik Bunga Kopi Robusta (coffea Chanepora),9-11 September 2019,8,conference,show,Seminar Nasional Lahan Kering ke 5,16160,submitted,Bandarlampung,,,,,,,,,,,,,,,,,,,,,
4,2020-06-10 06:29:05,1048,2020-06-10 06:29:05,pub,,"[{'docid': 35602, 'main': 'J-International-Asian Journal of Agric&Biol.pdf', 'files': [{'objectid': 35602, 'uri': 'http://repository.lppm.unila.ac.id/id/file/204282', 'fileid': 204282, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-10 05:15:43', 'hash': 'ab46d70dca207bbb2f19e343e8790f72', 'filename': 'J-International-Asian Journal of Agric&Biol.pdf', 'datasetid': 'document', 'filesize': 756544}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35602', 'rev_number': 1, 'eprintid': 22187, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/22187,public,TRUE,article,['FP15'],"[{'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'lineage': None, 'family': 'Hasanudin', 'honourific': None}}]",disk0/00/02/21/87,1970-01-01 00:00:00.000002019,2020-06-10 06:29:05,archive,['Q1'],"Abstract
Solid-state fermentation using Saccharomyces cerevisiae is the most optimal method to increase protein content and reduce cyanide content of cassava pulp to use it as a food ingredient. This research aimed to evaluate the effect of fermentation time on the growth dynamics of S. cerevisiae, chemical, amylographic profile and granular morphology changes on cassava pulp fermentation. The results of the study revealed that S. cerevisiae was able to grow logarithmic up to 72 hours of fermentation with starch and dietary fiber as a nutrition source and causes changes in viscosity profile and granular morphology. The increase in the total number of cells (viable cell and dead cell) will increase single cell protein biomass, which will increase the protein content to 7.07% and reduce cyanide content to 8.78 ppm.","The growth dynamics, chemical, amylographic profile and granular morphology changes on cassava pulp fermentation",,6,,show,,22187,,,7,https://www.asianjab.com/,"[{'url': 'https://www.asianjab.com/', 'type': 'pub'}]",4.0,617-623,Asian Journal of Agriculture and Biology,ISSN 2307-8553,,,,,,,,,,,,,,
5,2019-11-14 03:45:19,389,2019-11-14 03:45:19,pub,,"[{'docid': 29264, 'main': 'Hidayati-2019-IOP-Conf.-Ser.--Earth-Environ.-Sci.-230-012072 (1).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/138326', 'objectid': 29264, 'mtime': '2019-11-12 10:47:45', 'hash_type': 'MD5', 'filename': 'Hidayati-2019-IOP-Conf.-Ser.--Earth-Environ.-Sci.-230-012072 (1).pdf', 'hash': 'c30e277c697b2c8ebea63749d79cdcfe', 'fileid': 138326, 'mime_type': 'application/pdf', 'filesize': 989564, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29264', 'rev_number': 1, 'eprintid': 16162, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/16162,public,FALSE,book_section,['FP15'],"[{'id': 'srihidayati.unila@gmail.com', 'name': {'given': 'Sri', 'family': 'Hidayati', 'honourific': None, 'lineage': None}}, {'id': 'tanto.utomo@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Utomo', 'given': 'tanto Pratondo'}}, {'id': 'erdi.suroso@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suroso', 'lineage': None, 'given': 'Erdi'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Maktub', 'given': 'Zana'}, 'id': None}]",disk0/00/01/61/62,2019-02-01 00:00:00.000000000,2019-11-14 03:45:19,archive,['S1'],"Farm waste is one of the potential causes for environmental pollution if it is not
handled properly. One effort is to utilize livestock waste in the form of animal waste, as raw
material, for the biogas industry. The purpose of this study was to determine the appropriate
type of biogas reactor and feasibility of cow manure agroindustrial biogas development in
acattle fattening industries in South Lampung Regency in terms of technical and technological
aspect. The results showed that based on the exponential comparison method the appropriate
type of biogas reactor was Modified Lagoon Anaerobic Reactor Cover (CoLAR) with an MPE
value of 5,701. The Modified CoLAR biogas reactor with capacity of 198,000 kg.day-1
cow
manure would produce 1,663.2 m3.
.day-1
of biogas that equivalent to 1,093 m3.day-1
of
methane. Based on these results, it was known that the potential of electrical energy produced
by the installation of biogaswas 5,136 kWh and 214 kW of electricity power","Technical and technology aspect assessment of biogas agroindustry
from cow manure: case study on cattle livestock industry in South
Lampung District",,7,,show,,16162,published,,230 01,,,,,,,Malang,IOP Conference Series: Earth and Environmental Science,IOP Publishing,,,,,,,,,,,
6,2021-02-01 04:54:38,1017,2021-02-01 04:54:38,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27554, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41567', 'rev_number': 1, 'docid': 41567, 'main': 'PATEN RAGI KAKAO CAIR.pdf', 'files': [{'datasetid': 'document', 'filesize': 3238723, 'fileid': 246199, 'mime_type': 'application/pdf', 'mtime': '2021-01-30 07:29:31', 'hash_type': 'MD5', 'hash': '7dfe903f6a323367dbd349ed10caf04e', 'filename': 'PATEN RAGI KAKAO CAIR.pdf', 'objectid': 41567, 'uri': 'http://repository.lppm.unila.ac.id/id/file/246199'}]}]",http://repository.lppm.unila.ac.id/id/eprint/27554,public,,patent,['FP15'],"[{'name': {'given': 'Maria Erna', 'honourific': None, 'family': 'Kustyawati', 'lineage': None}, 'id': 'maria.erna@fp.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Setyani', 'given': 'Sri'}, 'id': 'setyani57@gmail.com'}]",disk0/00/02/75/54,2019-03-12 00:00:00.000000000,2021-02-01 04:54:38,archive,['S1'],"Komposisi ragi cair untuk fermentasi kakao. Ragi untuk fermentasi kakao terdiri daricampuran tiga mikroorganisme yaitu Saccharomyces cerevisiae, Lactobacillus plantarum dan Acetobacteraceti. Ragi cair ini adalah produk metabolit hasil pertumbuhan mikroorganisme. Produk metabolit dibuat dengan meumbuhkan Saccharomyces cerevisiae, Lactobacillus plantarum dan Acetobacteraceti secara terpisah dalam media agar cair pada masing masing suhu dan inkubasi optimal pertumbuhannya. Produk metabolit yang bersifat cair ini dipisahkan dari padatannya melalui penyaringan. Hasil penyaringan produk metabolit dikumpulkan dalam wadah yang terpisah. Selanjutnya mencampurkan ketiga produk metabolit cair dari masing
masing mikroba S.cerevisiae, L.plantarum dan A.aceti dan mengemas dalam wadah. Invensi ini menghasilkan ragi cair fermentasi kakao yang  berfungsi agar proses fermentasi lebih cepat bila dibandingkan dengan proses fermentasi alami atau tanpa menggunakan ragi.",Komposisi Ragi Cair Kakao,,7,,show,,27554,published,,,http://www.hki.co.id/paten.html,,,,,,,,,18.0,ID S000002160 B,Maria Erna Kustyawati dan Sri Setyani,,,,,,,,
7,2019-01-29 04:19:09,565,2019-01-29 04:19:09,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/23551', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/97715', 'objectid': 23551, 'filename': 'ijsr 2018 phisiologycal sweet potato leaves ART20194013.pdf', 'hash': 'a64024c61a77f7b57fa41a9ed3bd644f', 'mtime': '2019-01-10 01:15:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 97715, 'filesize': 701796, 'datasetid': 'document'}], 'docid': 23551, 'main': 'ijsr 2018 phisiologycal sweet potato leaves ART20194013.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 10534}]",http://repository.lppm.unila.ac.id/id/eprint/10534,public,TRUE,article,"['FP15', 'FP19']","[{'id': 'siti.nurdjanah@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Nurdjanah', 'given': 'Siti'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yuliana', 'given': 'Neti'}, 'id': 'neti.yuliana@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Dewi', 'lineage': None, 'given': 'Ratna'}, 'id': 'ratna.dewi@polinela.ac.id'}]",disk0/00/01/05/34,2019-01-01 00:00:00.000000000,2019-01-29 04:19:09,archive,['S1'],"Abstract: Sweet potato leaves have been reported to content an appreciable amount of bioactive compounds.  Over the years, phenolic including flavonoids are intensely studied for their physiological health benefits  as functional foods. This  study was aimed to reveal some physiological properties of  sweet potato leaves. The leaves of  locally grown three sweet potato genotypes  used in this study were harvested  six weeks after planting. The results showed methanol extract had  63-79% DPPH radical scavenging activity 55-59 % inhibitory effect on α amylase , 0.81-1.75g GAE/100 g (dw) of total phenolic content, and 7.57-10.51mg QE/100 g (dw) of flavonoids.",Some Physiological Characteristics and Bioactive Compounds of Sweet Potato Leave,,6,,show,,10534,published,,8,https://www.ijsr.net/,,1.0,416-418,International Journal of Science and Research (IJSR),2319-7064,,,ijsr,,10.2127523197064,,,,,,,,,
8,2019-05-09 05:15:22,306,2019-05-09 05:15:22,pub,speech,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 12208, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25187', 'main': 'Proceeding International Conf (1). on Cassava 2017-1.pdf', 'docid': 25187, 'files': [{'mime_type': 'application/pdf', 'fileid': 109080, 'hash': '266028f5cf50f1ce91841a187204c2c9', 'filename': 'Proceeding International Conf (1). on Cassava 2017-1.pdf', 'mtime': '2019-05-09 04:41:52', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 17260102, 'objectid': 25187, 'uri': 'http://repository.lppm.unila.ac.id/id/file/109080'}]}]",http://repository.lppm.unila.ac.id/id/eprint/12208,public,TRUE,conference_item,['FP15'],"[{'name': {'given': 'Dewi', 'lineage': None, 'family': 'Sartika', 'honourific': None}, 'id': 'dewikincai@yahoo.com'}, {'id': None, 'name': {'given': 'Suharyono', 'family': 'Suharyono', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'hartari', 'lineage': None, 'given': 'widya rini'}, 'id': None}]",disk0/00/01/22/08,2019-12-01 00:00:00.000000000,2019-05-09 05:15:22,archive,['S1'],"Mackerel tuna fish is one of fishing results that be like by people because it have thick meat
and contain high protein that be source omega 3 fatty acid. However, mackerel tuna fish is easy to be
contaminated by microbes, so that causes in reducing quality. Microbe contamination can be reduced
by using ceara rubber as an alternative a natural anti-microbe. Ceara rubber contains antimicrobial
such as saponin active compound which reduces bacterial cell wall surface tension and inhibits
enzyme activity. The objective of this research was to find out the inhibition ability and reduced
amount of Staphylococcus aureus, Salmonella sp, Vibrio sp and Escherichia coli bacterias in mackerel
tuna fish. This research was conducted in two stages. The first stage was preparing ceara rubber
extract samples, bacteria isolation and mackerel tuna fish. The second stage was the research
conduct including colony count test, inhibiting zone test and test of reduced counts of Staphylococcus
aureus, Salmonella sp, Vibrio sp and Escherichia coli, with 25%. 50%, 75% and 100% ceara rubber
extract concentrations. The results showed that ceara rubber extract produced the highest inhibition
zone of 13.06 mm at Escherichia coli bacteria, and the followed by 12.78 mm at Salmonella sap,
11.07 mm at Vibrio sap, and the smallest was 10.69 mm at Staphylococcus aureus. The reduced
bacteria count results by 104 dilution and ceara rubber extract were 1.68 x 106 cfu/ml to Vibrio sp, 1.41
x 106 cfu/ml to Salmonella sap, 1.3 x 106 cfu/ml to Staphylococcus aureus, and 1.01 x 106 cfu/ml to
Escherichia coli.","USING CEARA RUBBER AS NATURAL ANTI-MICROBE IN REDUCING
CONTAMINATION OF Staphylococcus aureus, Salmonella sp,
Vibrio sp AND Escherichia coli IN MACKEREL TUNA FISH
(Euthynnus affinis)",2018,10,conference,show,Proceeding International Conference on Cassava,12208,published,emersia,,http://www.lppm.unila.ac.id,[{'url': 'http://www.lppm.unila.ac.id'}],,54-59,,,,,,,,,[0],[0],dewikincai@yahoo.com,"tuna fish, anatural antimicrobe",ISBN 978-602-0860-26-8,"Badan Standarisasi Nasional. 2009. Standardization of Fish product SNI 7388:2009.
Jakarta.
Fardiaz. 1989. Instruction for Food Microbiology Laboratory Analysis. Department of
education and Culture, Directorate General of Higher Education of for Food and
Nutrition Universities in IPB, Bogor.
Hilda, R. 2011. The Identification of Bioactive Compound in Ceara Rubber (Manihot
glaziovii) and Cytotoxicity Test to Murine Leukemia P388 Cell. Chemistry Study
Program, Faculty of Mathematics and Natural Sciences, Pakuan University. Bogor.
Lay, B. W. 1994. The Analysis of Microbe in the Laboratory of PT. Raja Gea Indo Persada.
Jakarta.
Sulistyo, B., and Ismayanti. 2015. The Analysis of Marine and Fishery Primary Data in
2015. Center of Data, Statistic and Information of Ministry of Marine Affairs and
Fishery of Republic of Indonesia. Jakarta.
Sanger, G. 2010. The Oxidation of Smoked Mackerel Tuna Fish Fat (Auxis thazard) Dipped
in the Bettle Leaf Extract. The Journal of Fishery Product Processing. University of
Sam Ratulangi. Manado. 2(5): 870-873.",,
9,2019-07-09 15:54:54,306,2019-05-09 03:28:54,pub,speech,,http://repository.lppm.unila.ac.id/id/eprint/12132,none,TRUE,conference_item,['FP15'],"[{'id': 'dewikincai@yahoo.com', 'name': {'family': 'Sartika', 'honourific': None, 'lineage': None, 'given': 'Dewi'}}, {'id': None, 'name': {'lineage': None, 'family': 'Susilawati', 'honourific': None, 'given': 'None'}}, {'name': {'family': 'neti', 'honourific': None, 'lineage': None, 'given': 'Yuliana'}, 'id': 'neti.yuliana@fp.unila.ac.id'}]",disk0/00/01/21/32,2019-01-01 00:00:00.000000000,2019-05-09 03:28:54,archive,['S1'],"Abstrak— Sentra Industri Rumah Tangga (IRT) Keripik di Jalan Pagar Alam sangat dikenal oleh
masyarakat Lampung dan merupakan salah satu sentra wisata kuliner yang cukup digemari.
Permasalahan dari IRT keripik ini adalah produk-produk yang dihasilkan sudah jenuh, tidak ada
inovasi dan tidak ada pembaharuan. Oleh karena itu perlu pelatihan peningkatan pengetahuan dan
ketrampilan masyarakat, dan transfer teknologi tepat guna pengembangan diversifikasi produk
keripik berbahan baku kulit (buah dan umbi). Tim Pengabdian THP memandang perlu untuk
melakukan ‘Pelatihan Peningkatan kreatifitas wirausaha melalui diversifikasi produk keripik berbahan baku kulit
buah (Naga Merah dan putih) agar dapat meningkatkan daya saing dan inovasi produk di kawasan
sentra industri kripik ini. Setelah pengabdian terdapat pengembangan wawasan yang signifikan tentang
kulit buah naga (merah/putih) dari 45% menjadi 90%; dan perubahan prilaku dalam pemilihan kemasan dan
penggunaan kemasan dari 55% menjadi 80%; wawasan diversifikasi produk keripik buah dari 60% menjadi
85% dan wawasan pembuatan keripik dari kulit buah naga meningkat dari 40% menjadi 90%.","Peningkatan Kreatifitas Wirausaha Melalui Diversifikasi Produk Keripik
Berbahan Baku Kulit Buah (Naga Merah Dan Putih) Pada Sentra Industri
Rumah Tangga (Irt) Keripik di Bandar Lampung",2018,8,conference,show,Hasil-hasil Pengabdian kepada masyarakat,12132,published,bukit randu,,http://www.lppm.unila.ac.id,[{'url': 'http://www.lppm.unila.ac.id'}],,476-480,,,,,,,,,,,dewikincai@yahoo.com,"diversifikasi, buah naga",0,0,,
